Code,Basin,Short Name,Recoveries,,
2MS27M23BPOET NO 04,SWVI,WSPT POET NO (23-4),337,,
2MS27P124PORT PT 03,SWVI,WSPT PORT PT (124-3),2205,,
2MS27M23BPRID IS 08,SWVI,WSPT PRID IS (23-8),2,,
2MS27P124QUIS PT 01,SWVI,WSPT QUIS PT (124-1),8,,
2MS27H024RAFA PO,SWVI,WSPT RAFA PO [H024],37,,
2MS27P024RAFA PT 06,SWVI,WSPT RAFA PT (24-6),35,,
2MS27H024RAFA PT 06,SWVI,WSPT RAFA PT [24-6],1,,
2MS27P124RAFA PT,SWVI,WSPT RAFA PT (P124),301,,
2MS27M23BRAIN BY 04,SWVI,WSPT RAIN BY (23-4),126,,
2MS27M23BROBB PS 05,SWVI,WSPT ROBB PS (23-5),90,,
2MS27M23BROBI IS 06,SWVI,WSPT ROBI IS (23-6),2,,
2MS27M23BROQU BY 04,SWVI,WSPT ROQU BY (23-4),21,,
2MS27M23BSAIL RK 08,SWVI,WSPT SAIL RK (23-8),343,,
2MS27P123SAIL RK,SWVI,WSPT SAIL RK (P123),43,,
2MS27H23BSAIL RO,SWVI,WSPT SAIL RO [H23B],1,,
2MS27M23BSAND IS 04,SWVI,WSPT SAND IS (23-4),355,,
2MS27M23BSARG BK 11,SWVI,WSPT SARG BK (23-11),4,,
2MS27M23BSARI BY 04,SWVI,WSPT SARI BY (23-4),48,,
2MS27M23BSATE PS 07,SWVI,WSPT SATE PS (23-7),34,,
2MS27P124SCHO CV,SWVI,WSPT SCHO CV (P124),4,,
2MS27P123SEAB RK 01,SWVI,WSPT SEAB RK (123-1),15,,
2MS27P123SEAB RK,SWVI,WSPT SEAB RK (P123),10,,
2MS27H23BSEAB RO,SWVI,WSPT SEAB RO [H23B],2,,
2MS27M23BSECH CH 08,SWVI,WSPT SECH CH (23-8),30,,
2MS27P123SEVE BK 02,SWVI,WSPT SEVE BK (123-2),541,,
2MS27M23BSHIP IS 07,SWVI,WSPT SHIP IS (23-7),6,,
2MS27M23BSN M BY 03,SWVI,WSPT SN M BY (23-3),94,,
2MS27P123SOQU BK 01,SWVI,WSPT SOQU BK (123-1),6,,
2MS27P123SOUT BK 05,SWVI,WSPT SOUT BK (123-5),5829,,
2MS27M23BSPRO BY 04,SWVI,WSPT SPRO BY (23-4),11,,
2MS27M23BSTAR PT 03,SWVI,WSPT STAR PT (23-3),1,,
2MS27P123STAR RF 03,SWVI,WSPT STAR RF (123-3),14,,
2MS27H23BSTAR RO,SWVI,WSPT STAR RO [H23B],1,,
2MS27H23BSTUD IT,SWVI,WSPT STUD IT [H23B],1,,
2MS27M23BSWAL RK 07,SWVI,WSPT SWAL RK (23-7),1171,,
2MS27H23BSWAL RO,SWVI,WSPT SWAL RO [H23B],2,,
2MS27P123SWES BK 08,SWVI,WSPT SWES BK (123-8),73,,
2MS27P121SWIF BK 02,SWVI,WSPT SWIF BK (121-2),4167,,
2MS27M23BSWIS IS 05,SWVI,WSPT SWIS IS (23-5),10,,
2MS27P024SYDN IN 03,SWVI,WSPT SYDN IN (24-3),49,,
2MS27M23BTAPA BY 07,SWVI,WSPT TAPA BY (23-7),4,,
2MS27M23BTHE WLL 04,SWVI,WSPT THE WLL (23-4),547,,
2MS27P123THTN BK 02,SWVI,WSPT THTN BK (123-2),6,,
2MS27P124TIBB IT,SWVI,WSPT TIBB IT (P124),39,,
2MS27H024TOFINO,SWVI,WSPT TOFINO [H024],248,,
2MS27P124TOFINOO 03,SWVI,WSPT TOFINOO (124-3),40,,
2MS27P024TOFINO,SWVI,WSPT TOFINO (P024),361,,
2MS27H024TOFINOU,SWVI,WSPT TOFINOU [H024],1,,
2MS27P024TONQ IS 08,SWVI,WSPT TONQ IS (24-8),41,,
2MS27M23BTOQU BY 03,SWVI,WSPT TOQU BY (23-3),53,,
2MS27M23BTREV CH 04,SWVI,WSPT TREV CH (23-4),12,,
2MS27P024TSAP NA 11,SWVI,WSPT TSAP NA (24-11),3,,
2MS27P123TURT HD 03,SWVI,WSPT TURT HD (123-3),152,,
2MS27P121TURT HD,SWVI,WSPT TURT HD (P121),5,,
2MS27P124TURT HD,SWVI,WSPT TURT HD (P124),4,,
2MS27H024TWFOUR,SWVI,WSPT TWFOUR [H024],18,,
2MS27P024TWFOURI,SWVI,WSPT TWFOURI (P024),15,,
2MS27H024TWFOURO,SWVI,WSPT TWFOURO [H024],75,,
2MS27P123TWLV BK 02,SWVI,WSPT TWLV BK (123-2),198,,
2MS27H021TWONEI,SWVI,WSPT TWONEI [H021],4,,
2MS27P121TWONEO,SWVI,WSPT TWONEO (P121),21,,
2MS27P123TWTH BK 08,SWVI,WSPT TWTH BK (123-8),139,,
2MS27H23BTWTHREE,SWVI,WSPT TWTHREE [H23B],476,,
2MS27M23BTWTHREI,SWVI,WSPT TWTHREI (M23B),283,,
2MS27P123TWTHREO,SWVI,WSPT TWTHREO (P123),758,,
2MS27M23BTZAR IS 04,SWVI,WSPT TZAR IS (23-4),18,,
2MS27H23BUCLUELE,SWVI,WSPT UCLUELE [H23B],479,,
2MS27M23BUCLUELE,SWVI,WSPT UCLUELE (M23B),270,,
2MS27P123UCLUELE,SWVI,WSPT UCLUELE (P123),1300,,
2MS27P124UCLUELE,SWVI,WSPT UCLUELE (P124),83,,
2MS27H23BUCLUELO,SWVI,WSPT UCLUELO [H23B],45,,
2MS27H23BUCLUELU,SWVI,WSPT UCLUELU [H23B],72,,
2MS27P024VARG IS 08,SWVI,WSPT VARG IS (24-8),6,,
2MS27M23BVERN BY 06,SWVI,WSPT VERN BY (23-6),110,,
2MS27M23BVILL RF 08,SWVI,WSPT VILL RF (23-8),1,,
2MS27H23BVOSS PT 07,SWVI,WSPT VOSS PT [23-7],1,,
2MS27M23BWELD IS 05,SWVI,WSPT WELD IS (23-5),8,,
2MS27P124WICK BY 03,SWVI,WSPT WICK BY (124-3),4,,
2MS27P124WICK IS,SWVI,WSPT WICK IS (P124),2,,
2MS27P124WILF RK 03,SWVI,WSPT WILF RK (124-3),182,,
2MS27P024WILF RK,SWVI,WSPT WILF RK (P024),127,,
2MS27M23BWITT PT 07,SWVI,WSPT WITT PT (23-7),160,,
2MS27P123WREC BY 05,SWVI,WSPT WREC BY (123-5),2,,
2MS27P123WYA PT 05,SWVI,WSPT WYA PT (123-5),595,,
2MS27P124WYA PT,SWVI,WSPT WYA PT (P124),22,,
2MS27M23BYANK BY 04,SWVI,WSPT YANK BY (23-4),23,,
3M* CANADAR18,WCVIG,BC-BARKLEY LANDED WA,84,,
2M BMM112,WCVIG,BC MARINE M112,2,,
2M BMM118 000,WCVIG,BC MARINE M118-000,1,,
2M BMP125,WCVIG,BC MARINE P125,4,,
2M BMP123LAPE BK,WCVIG,BC MARLAPE BK (P123),1,,
5M*2215 O15 19,WCVIG,BC OFF VANCOUVER IS,6,,
2F 290FW GOLD RI,WCVIG,FWSPT GOLD RI [FW],38,,
2MS16M149 000,WCVIG,NW&SW&WOTR M149-000,1397,,
2MS01H025 066,WCVIG,NWTR H025-066,1886,,
2MS01H025 183,WCVIG,NWTR H025-183,162,,
2MS01H025 755,WCVIG,NWTR H025-755,22,,
2MS01H025 756,WCVIG,NWTR H025-756,108,,
2MS01H025 798,WCVIG,NWTR H025-798,30,,
2MS01H026 068,WCVIG,NWTR H026-068,2242,,
2MS01P125 000,WCVIG,NWTR P125-000,88,,
2MS17M112 000,WCVIG,NWTR & SWTR M112-000,376,,
2MS17M113 000,WCVIG,NWTR & SWTR M113-000,121,,
2MS17M115 000,WCVIG,NWTR & SWTR M115-000,1274,,
2MS17M115 365,WCVIG,NWTR & SWTR M115-365,64,,
2MS17M116 000,WCVIG,NWTR & SWTR M116-000,803,,
2MS17M116 367,WCVIG,NWTR & SWTR M116-367,144,,
2MS17M117 000,WCVIG,NWTR & SWTR M117-000,572,,
2MS17M117 368,WCVIG,NWTR & SWTR M117-368,324,,
2MS17M118 000,WCVIG,NWTR & SWTR M118-000,504,,
2MS17M118 369,WCVIG,NWTR & SWTR M118-369,39,,
2MS17M118 370,WCVIG,NWTR & SWTR M118-370,31,,
2MS17M118 371,WCVIG,NWTR & SWTR M118-371,45,,
2MS17M118 372,WCVIG,NWTR & SWTR M118-372,4,,
2MS17M119 000,WCVIG,NWTR & SWTR M119-000,101,,
2MS17M119 373,WCVIG,NWTR & SWTR M119-373,123,,
2MS20H025 066,WCVIG,NWVN H025-066,2,,
2MS20H025 183,WCVIG,NWVN H025-183,965,,
2MS20H025 651,WCVIG,NWVN H025-651,16,,
2MS20H025 654,WCVIG,NWVN H025-654,9,,
2MS20H026 068,WCVIG,NWVN H026-068,1,,
5M22209 O9 33,WCVIG,PACIFIC-49 00'N 155W,19,,
5M22210 O10 33,WCVIG,PACIFIC-50 00'N 155W,19,,
5M22211 O11 33,WCVIG,PACIFIC-51 00'N 155W,3,,
2FS99SWVIR0347,WCVIG,R-DEMAMIEL CR,93,,
2MS02H023 524,WCVIG,SWTR H023-524,28,,
2MS02M114 674,WCVIG,SWTR M114-674,526,,
2MSTNH025 798,WCVIG,TAAQN H025-798,324,,
2MSTNP125 000,WCVIG,TAAQN P125-000,608,,
2MS27P025ANDE PT 03,WCVIG,WSPT ANDE PT (25-3),5,,
2MS27H025ANDE PT,WCVIG,WSPT ANDE PT [H025],1,,
2MS27P025ATRE PT 03,WCVIG,WSPT ATRE PT (25-3),11,,
2MS27P125BEAN CR 01,WCVIG,WSPT BEAN CR (125-1),427,,
2MS27H025BEAN CR,WCVIG,WSPT BEAN CR [H025],3,,
2MS27H025BURD PO,WCVIG,WSPT BURD PO [H025],2,,
2MS27P025BURD PT 07,WCVIG,WSPT BURD PT (25-7),191,,
2MS27H025BURD PT,WCVIG,WSPT BURD PT [H025],3,,
2MS27P125BURD PT,WCVIG,WSPT BURD PT (P125),24,,
2MS27P025ESCA IS 07,WCVIG,WSPT ESCA IS (25-7),2,,
2MS27H025ESCA IS,WCVIG,WSPT ESCA IS [H025],1,,
2MS27P125ESCA IS,WCVIG,WSPT ESCA IS (P125),32,,
2MS27P025FRIE CV 07,WCVIG,WSPT FRIE CV (25-7),594,,
2MS27P125FRIE CV,WCVIG,WSPT FRIE CV (P125),130,,
2MS27P025GOLD RV 01,WCVIG,WSPT GOLD RV (25-1),125,,
2MS27P123LAPE BK,WCVIG,WSPT LAPE BK (P123),989,,
2MS27P125MAQU PT 01,WCVIG,WSPT MAQU PT (125-1),122,,
2MS27P025MAQU PT,WCVIG,WSPT MAQU PT (P025),200,,
2MS27P025MOOY BY 03,WCVIG,WSPT MOOY BY (25-3),22,,
2MS27P025MUCHALA 02,WCVIG,WSPT MUCHALA (25-2),16,,
2MS27P025NOOT LT 07,WCVIG,WSPT NOOT LT (25-7),350,,
2MS27H025NOOT LT 07,WCVIG,WSPT NOOT LT [25-7],1,,
2MS27H025NOOT LT,WCVIG,WSPT NOOT LT [H025],17,,
2MS27P125NOOT LT,WCVIG,WSPT NOOT LT (P125),28,,
2MS27P025NOOT SD 07,WCVIG,WSPT NOOT SD (25-7),166,,
2MS27H025NOOT SD 07,WCVIG,WSPT NOOT SD [25-7],1,,
2MS27P025NOOT SD,WCVIG,WSPT NOOT SD (P025),28,,
2MS27H025NOOT SO,WCVIG,WSPT NOOT SO [H025],6,,
2MS27P025NOOT SO,WCVIG,WSPT NOOT SO (P025),676,,
2MS27H025NOOT SU,WCVIG,WSPT NOOT SU [H025],4,,
2MS27P125,WCVIG,WSPT P125,2429,,
2MS27P025SN R IS 07,WCVIG,WSPT SN R IS (25-7),3,,
2MS27H025TWFIVE,WCVIG,WSPT TWFIVE [H025],44,,
2MS27H025TWFIVEO,WCVIG,WSPT TWFIVEO [H025],245,,
2MS27P025WASH RK 07,WCVIG,WSPT WASH RK (25-7),157,,
2MS27P025YUQU PT 07,WCVIG,WSPT YUQU PT (25-7),21,,
