record_code,format_version,submission_date,reporting_agency,sampling_agency,recovery_id,species,run_year,recovery_date,recovery_date_type,period_type,period,fishery,gear,adclip_selective_fishery,estimation_level,recovery_location_code,sampling_site,recorded_mark,sex,weight,weight_code,weight_type,length,length_code,length_type,detection_method,tag_status,tag_code,tag_type,sequential_number,sequential_column_number,sequential_row_number,catch_sample_id,sample_type,sampled_maturity,sampled_run,sampled_length_range,sampled_sex,sampled_mark,estimated_number,recovery_location_name,record_origin,release_location_state,release_location_rmis_region,release_location_rmis_basin,hatchery_location_name,stock_location_name,brood_year,run,hatchery_location_code,stock_location_code,last_release_date_year
"R","4.1","20200124","CDFO","CDFO","S1327252","1","2018","20180817","R","5","08","40","07","N","3","2MS61P013TYEE PO 03",,"5000",,,,,"950","0","1","V","1","182997","12",,,,"00611608","6",,,,,,"5.19","JSSSPTTYEE PO (13-3)","N","BC","JNST","JSVI","H-Quinsam River H","S-Quinsam R","2014","3","2FS  JNSTH0106","2FS  JNSTS0106","2015"
"R","4.1","20200124","CDFO","CDFO","S1321399","1","2018","20180824","R","5","08","40","07","N","3","2MS27P025BURD PT 07",,"5000",,,,,"710","0","1","V","1","184070","12",,,,"00271608","6",,,,,,"11.98","WSPT  BURD PT (25-7)","N","BC","WCVI","SWVI","H-Robertson Creek H","S-Robertson Cr","2015","3","2FS  SWVIH0104","2FS  SWVIS0104","2016"
"R","4.1","20200124","CDFO","CDFO","S1301543","1","2018","20180901","R","5","09","40","07","N","3","2MS27P124LENN IS 03",,"5000",,,,,"760","0","1","V","1","183693","12",,,,"00271609","6",,,,,,"10.58","WSPT  LENN IS (124-3)","N","BC","WCVI","SWVI","H-Robertson Creek H","S-Robertson Cr","2015","3","2FS  SWVIH0104","2FS  SWVIS0104","2016"
"R","4.1","20200124","CDFO","CDFO","S1327942","1","2018","20180826","R","5","08","40","07","N","3","2MS24P020CMPR BY 05",,"5000",,,,,"750","0","1","V","1","090824","12",,,,"00241608","6",,,,,,"14.06","JFSPT CMPR BY (20-5)","N","OR","LOCR","YOCL","BIG CR HATCHERY","BIG CR HATCHERY","2015","3","5F33202  H2     21","5F332    13","2016"
"R","4.1","20200124","CDFO","CDFO","S1154815","1","2018","20180823","R","5","08","40","07","N","3","2MS27P026SPRI IS 01",,"5000",,,,,"920","0","1","V","1","182999","12",,,,"00271608","6",,,,,,"11.98","WSPT  SPRI IS (26-1)","N","BC","JNST","JSVI","H-Quinsam River H","S-Quinsam R","2014","3","2FS  JNSTH0106","2FS  JNSTS0106","2015"
"R","4.1","20200124","CDFO","CDFO","S1305751","1","2018","20180825","R","5","08","40","07","N","3","2MS27P026",,"5000",,,,,"790","0","1","V","1","183695","12",,,,"00271608","6",,,,,,"11.98","WSPT         P026","N","BC","WCVI","SWVI","H-Robertson Creek H","S-Robertson Cr","2015","3","2FS  SWVIH0104","2FS  SWVIS0104","2016"
"R","4.1","20200124","CDFO","CDFO","S1327048","1","2018","20180808","R","5","08","40","07","N","3","2MS27P125MAQU PT 01",,"5000","F",,,,"809","0","1","V","1","183072","12",,,,"027D1108","1",,,,,,"1.01","WSPT  MAQU PT (125-1)","N","BC","WCVI","SWVI","H-Robertson Creek H","S-Robertson Cr","2014","3","2FS  SWVIH0104","2FS  SWVIS0104","2015"
"R","4.1","20200124","CDFO","CDFO","S1341637","1","2018","20180831","R","5","08","40","07","N","3","2MS28M23AALBE IN 01",,"5000",,,,,,,,"V","1","184187","12",,,,"00281608","6",,,,,,"6.29","ACSPT ALBE IN (23-1)","N","BC","WCVI","SWVI","H-Omega Pacific H","S-Robertson Cr","2015","3","2FS  SWVIH9003","2FS  SWVIS0104","2017"
"R","4.1","20200124","CDFO","CDFO","S1215716","1","2018","20180908","R","5","09","40","07","N","3","2MS27P123WYA PT  05",,"5000",,,,,,,,"V","1","183768","12",,,,"00271609","6",,,,,,"10.58","WSPT  WYA PT (123-5)","N","BC","JNST","JNSTG","H-Discovery Passage Seape","S-Quinsam R","2015","3","2MS  JNSTH0420","2FS  JNSTS0106","2016"
"R","4.1","20200124","CDFO","CDFO","S1203473","1","2018","20180808","R","5","08","40","07","N","3","2MS23P028PORT BY 04",,"5000",,,,,"1020","0","1","V","1","182691","12",,,,"00231608","6",,,,,,"17.22","GSPTS PORT BY (28-4)","N","BC","GST","GSMS","H-Tenderfoot Creek H","S-Shovelnose Cr","2014","2","2FS  GSMNH0153","2FS  GSMNS0218","2016"
"R","4.1","20200124","CDFO","CDFO","S1310431","1","2018","20180829","R","5","08","40","07","N","3","2MS23P017ENTR IS 12",,"5000",,,,,"670","0","1","V","1","182767","12",,,,"00231608","6",,,,,,"17.22","GSPTS ENTR IS (17-12)","N","BC","GST","GSVI","H-Big Qualicum River H","S-Big Qualicum R","2015","3","2FS  GSVIH0100","2FS  GSVIS0100","2016"
"R","4.1","20200124","CDFO","CDFO","S1130085","1","2018","20180912","R","5","09","40","07","N","3","2MS27M23BSWAL RK 07",,"5000",,,,,,,,"V","1","184282","12",,,,"00271609","6",,,,,,"10.58","WSPT  SWAL RK (23-7)","N","BC","WCVI","SWVI","H-Alberni Inlet Seapen","S-Robertson Cr","2015","3","2MS  SWVIH9049","2FS  SWVIS0104","2016"
"R","4.1","20200124","CDFO","CDFO","S1199537","1","2018","20180824","R","5","08","40","07","N","3","2MS61P013CP MUDG 02",,"5000",,,,,"690","0","1","V","1","183966","12",,,,"00611608","6",,,,,,"5.19","JSSSPTCP MUDG (13-2)","N","BC","FRTH","LOFR","H-Chehalis River H","S-Chilliwack R","2015","3","2FS  LWFRH0154","2FS  LWFRS0107","2016"
"R","4.1","20200124","CDFO","CDFO","S1319584","1","2018","20180728","R","5","07","40","07","N","3","2MS27P027QUAT SD 02",,"5000",,,,,"690","0","1","V","1","184185","12",,,,"00271607","6",,,,,,"9.32","WSPT  QUAT SD (27-2)","N","BC","WCVI","SWVI","H-Robertson Creek H","S-Robertson Cr","2015","3","2FS  SWVIH0104","2FS  SWVIS0104","2016"
"R","4.1","20200124","CDFO","CDFO","S1326567","1","2018","20180814","R","5","08","40","07","N","3","2MS61P013CP MUDG 02",,"5000",,,,,"640","0","1","V","1","184166","12",,,,"00611608","6",,,,,,"5.19","JSSSPTCP MUDG (13-2)","N","BC","GST","GSMS","H-Sandy Cove Seapen","S-Chilliwack R","2016","3","2MS  GSMNH1265","2FS  LWFRS0107","2017"
"R","4.1","20200124","CDFO","CDFO","S1306817","1","2018","20180823","R","5","08","40","07","N","4","2MN26P012LADY PT 18",,"5000",,,,,,,,"V","1","182488","12",,,,,"3",,,,,,"4.06","CSPT  LADY PT (12-18)","N","BC","WCVI","SWVI","H-Robertson Creek H","S-Robertson Cr","2015","3","2FS  SWVIH0104","2FS  SWVIS0104","2016"
"R","4.1","20200124","CDFO","CDFO","S1328460","1","2018","20180805","R","5","08","40","07","N","3","2MS23P017THRA RK 10",,"5000",,,,,"750","0","1","V","1","182868","12",,,,"023D1108","1",,,,,,"1","GSPTS THRA RK (17-10)","N","BC","GST","GSMS","H-Capilano River H","S-Chilliwack R","2015","3","2FS  GSMNH0103","2FS  LWFRS0107","2016"
"R","4.1","20200124","CDFO","CDFO","S1312305","1","2018","20180903","R","5","09","40","07","N","3","2MS24M19BCONS BK 03",,"5000",,,,,"610","0","1","V","1","184384","12",,,,"00241609","6",,,,,,"12.23","JFSPT CONS BK (19-3)","N","BC","FRTH","LOFR","H-Chilliwack River H","S-Chilliwack R","2016","3","2FS  LWFRH0107","2FS  LWFRS0107","2017"
"R","4.1","20200124","CDFO","CDFO","S1342276","1","2018","20180904","R","5","09","40","07","N","3","2MS27M23B",,"5000",,,,,,,,"V","1","183395","12",,,,"00271609","6",,,,,,"10.58","WSPT         M23B","N","BC","WCVI","SWVI","H-Robertson Creek H","S-Robertson Cr","2014","3","2FS  SWVIH0104","2FS  SWVIS0104","2015"
"R","4.1","20200124","CDFO","CDFO","S1313354","1","2018","20180712","R","5","07","40","07","N","3","2MS27M23BCREE IS 08",,"5000",,,,,,,,"V","1","636811","12",,,,"00271607","6",,,,,,"9.32","WSPT  CREE IS (23-8)","N","WA","MPS","PUYA","VOIGHTS CR HATCHERY","VOIGHT CR    10.0414","2014","3","3F10511  100414 H","3F10511  100414 S","2015"
"R","4.1","20200124","CDFO","CDFO","S1313359","1","2018","20180913","R","5","09","40","07","N","3","2MS27P123WYA PT  05",,"5000",,,,,,,,"V","1","183799","12",,,,"00271609","6",,,,,,"10.58","WSPT  WYA PT (123-5)","N","BC","WCVI","SWVI","H-Robertson Creek H","S-Robertson Cr","2015","3","2FS  SWVIH0104","2FS  SWVIS0104","2016"
"R","4.1","20200124","CDFO","CDFO","S1327521","1","2018","20180824","R","5","08","40","07","N","3","2MS62P014TRIB BY 07",,"5000",,,,,"810","0","1","V","1","183065","12",,,,"00621608","6",,,,,,"6.9","GSSPTCTRIB BY (14-7)","N","BC","GST","GSVI","H-Big Qualicum River H","S-Big Qualicum R","2014","3","2FS  GSVIH0100","2FS  GSVIS0100","2015"
"R","4.1","20200124","CDFO","CDFO","S1334329","1","2018","20180906","R","5","09","40","07","N","3","2MS24M19BVICT BW 03",,"5000",,,,,"680","0","1","V","1","636945","12",,,,"00241609","6",,,,,,"12.23","JFSPT VICT BW (19-3)","N","WA","SKAG","UPSK","MARBLEMOUNT HATCHERY","SKAGIT R     03.0176","2015","1","3F10208  031421 H","3F10208  030176 S","2016"
"R","4.1","20200124","CDFO","CDFO","S1321391","1","2018","20180826","R","5","08","40","07","N","3","2MS27P025NOOT SO",,"5000",,,,,"730","0","1","V","1","183475","12",,,,"00271608","6",,,,,,"11.98","WSPT  NOOT SO (P025)","N","BC","WCVI","SWVI","H-Robertson Creek H","S-Robertson Cr","2015","3","2FS  SWVIH0104","2FS  SWVIS0104","2016"
"R","4.1","20200124","CDFO","CDFO","S1334008","1","2018","20180827","R","5","08","40","07","N","3","2MS24P020TRAP SH 05",,"5000",,,,,"750","0","1","V","1","183985","12",,,,"00241608","6",,,,,,"14.06","JFSPT TRAP SH (20-5)","N","BC","GST","GSVI","H-Cowichan River H","S-Cowichan R","2015","3","2FS  GSVIH0118","2FS  GSVIS0118","2016"
"R","4.1","20200124","CDFO","CDFO","S1343341","1","2018","20180914","R","5","09","40","07","N","3","2MS62P016BJER SH 02",,"5000",,,,,"650","0","1","V","1","183779","12",,,,"00621609","6",,,,,,"3.76","GSSPTCBJER SH (16-2)","N","BC","GST","GSVI","H-Cowichan River H","S-Cowichan R","2015","3","2FS  GSVIH0118","2FS  GSVIS0118","2016"
"R","4.1","20200124","CDFO","CDFO","S1313433","1","2018","20180825","R","5","08","40","07","N","3","2MS27M23BSWAL RK 07",,"5000",,,,,,,,"V","1","183473","12",,,,"00271608","6",,,,,,"11.98","WSPT  SWAL RK (23-7)","N","BC","WCVI","SWVI","H-Robertson Creek H","S-Robertson Cr","2015","3","2FS  SWVIH0104","2FS  SWVIS0104","2016"
"R","4.1","20200124","CDFO","CDFO","S1305597","1","2018","20180902","R","5","09","40","07","N","3","2MS27M23BAL R IS 06",,"5000",,,,,"690","0","1","V","1","183474","12",,,,"027D1109","1",,,,,,"1","WSPT  AL R IS (23-6)","N","BC","WCVI","SWVI","H-Robertson Creek H","S-Robertson Cr","2015","3","2FS  SWVIH0104","2FS  SWVIS0104","2016"
"R","4.1","20200124","CDFO","CDFO","S1312083","1","2018","20180830","R","5","08","40","07","N","3","2MS24P020PR RENF 01",,"5000",,,,,"660","0","1","V","1","183594","12",,,,"00241608","6",,,,,,"14.06","JFSPT PR RENF (20-1)","N","BC","WCVI","SWVI","H-Port Renfrew Seapen","S-San Juan R","2015","3","2MS  SWVIH5898","2FS  SWVIS0093","2016"
"R","4.1","20200124","CDFO","CDFO","S1324013","1","2018","20180718","R","5","07","40","07","N","3","2MS23P017FLAT IS 10",,"5000",,,,,"680","0","1","V","1","183983","12",,,,"00231607","6",,,,,,"9.67","GSPTS FLAT IS (17-10)","N","BC","GST","GSVI","H-Cowichan River H","S-Cowichan R","2015","3","2FS  GSVIH0118","2FS  GSVIS0118","2016"
"R","4.1","20200124","CDFO","CDFO","S1313439","1","2018","201808","C","5","08","40","07","N","3","2MS62P014FREN CK",,"5000",,,,,,,,"V","1","183469","12",,,,"00621608","6",,,,,,"6.9","GSSPTCFREN CK (P014)","N","BC","FRTH","LOFR","H-Chilliwack River H","S-Chilliwack R","2015","3","2FS  LWFRH0107","2FS  LWFRS0107","2016"
"R","4.1","20200124","CDFO","CDFO","S1343372","1","2018","20180819","R","5","08","40","07","N","3","2MS62P016EPSO PT 01",,"5000",,,,,"800","0","1","V","1","184073","12",,,,"00621608","6",,,,,,"6.9","GSSPTCEPSO PT (16-1)","N","BC","GST","GSVI","H-Cowichan River H","S-Cowichan R","2015","3","2FS  GSVIH0118","2FS  GSVIS0118","2016"
"R","4.1","20200124","CDFO","CDFO","S1340045","1","2018","20180825","R","5","08","40","07","N","3","2MS62P015SAVA IS 02",,"5000",,,,,"690","0","1","V","1","183981","12",,,,"00621608","6",,,,,,"6.9","GSSPTCSAVA IS (15-2)","N","BC","GST","GSVI","H-Cowichan River H","S-Cowichan R","2015","3","2FS  GSVIH0118","2FS  GSVIS0118","2016"
"R","4.1","20200124","CDFO","CDFO","S1197522","1","2018","20180421","R","5","04","40","07","N","3","2MS62P016",,"5000",,,,,"820","0","1","V","1","181787","12",,,,"00621604","3",,,,,,"6.45","GSSPTC       P016","N","BC","GST","GSMS","H-Tenderfoot Creek H","S-Cheakamus R","2014","2","2FS  GSMNH0153","2FS  GSMNS0216","2015"
"R","4.1","20200124","CDFO","CDFO","S783738","1","2018","20180317","R","5","03","40","07","N","3","2MS62P015LEWI CH 05",,"5000",,,,,"700","0","1","V","1","182681","12",,,,"00621603","3",,,,,,"6.45","GSSPTCLEWI CH (15-5)","N","BC","GST","GSMS","H-Tenderfoot Creek H","S-Mamquam R","2014","2","2FS  GSMNH0153","2FS  GSMNS1184","2016"
"R","4.1","20200124","CDFO","CDFO","S1308917","1","2018","20180303","R","5","03","40","07","N","3","2MS62P016QUAR BY 17",,"5000",,,,,"780","0","1","V","1","211190","12",,,,"00621603","3",,,,,,"6.45","GSSPTCQUAR BY (16-17)","N","WA","NOWA","NOOK","SKOOKUM CR HATCHERY","NOOKSACK -SF 01.0246","2015","1","3F10107  010273 H","3F10107  010246 S","2016"
"R","4.1","20200124","CDFO","CDFO","S486730","1","2018","20180324","R","5","03","40","07","N","3","2MS23P028",,"5000",,,,,"700","0","1","V","1","636636","12",,,,"00231603","3",,,,,,"9.16","GSPTS        P028","N","WA","NPS","SNOH","WALLACE R HATCHERY","SKYKOMISH R  07.0012","2013","2","3F10308  070943 H","3F10308  070012 S02","2015"
"R","4.1","20200124","CDFO","CDFO","S1312660","1","2018","20180209","R","5","02","40","07","N","3","2MS23P028TUNS BY 01",,"5000",,,,,,,,"V","1","636813","12",,,,"00231602","3",,,,,,"9.16","GSPTS TUNS BY (28-1)","N","WA","HOOD","SKDO","HOODSPORT HATCHERY","FINCH CR     16.0222","2014","3","3F10412  160222 H","3F10412  160222 S","2015"
"R","4.1","20200124","CDFO","CDFO","S1211364","1","2018","20180211","R","5","02","40","07","N","3","2MS23P028HOWE SD 01",,"5000",,,,,"640","0","1","V","1","200118","0",,,,"00231602","3",,,,,,"9.16","GSPTS HOWE SD (28-1)","N","WA","UPCR","MEOK","SIMILKAMEEN HATCHERY","OKANOGAN R   49.0019","2014","2","3F42001  490325 H01","3F42001  490019 S","2016"
"R","4.1","20200124","CDFO","CDFO","S1328209","1","2018","20180806","R","5","08","40","07","N","3","2MS23P017ENTR IS 12",,"5000",,,,,,,,"V","1","183691","12",,,,"00231608","6",,,,,,"17.22","GSPTS ENTR IS (17-12)","N","BC","FRTH","LOFR","H-Chilliwack River H","S-Chilliwack R","2015","3","2FS  LWFRH0107","2FS  LWFRS0107","2016"
"R","4.1","20200124","CDFO","CDFO","S1326578","1","2018","20180724","R","5","07","40","07","N","3","2MS61P013CP MUDG 02",,"5000",,,,,"720","0","1","V","1","182681","12",,,,"00611607","6",,,,,,"7.58","JSSSPTCP MUDG (13-2)","N","BC","GST","GSMS","H-Tenderfoot Creek H","S-Mamquam R","2014","2","2FS  GSMNH0153","2FS  GSMNS1184","2016"
"R","4.1","20200124","CDFO","CDFO","S1343327","1","2018","20180819","R","5","08","40","07","N","3","2MS62P016",,"5000",,,,,"630","0","1","V","1","183591","12",,,,"00621608","6",,,,,,"6.9","GSSPTC       P016","N","BC","GST","GSMS","H-Tenderfoot Creek H","S-Cheakamus R","2015","2","2FS  GSMNH0153","2FS  GSMNS0216","2017"
"R","4.1","20200124","CDFO","CDFO","S1319578","1","2018","20180820","R","5","08","40","07","N","4","2MN26P012LEDG PT 18",,"5000",,,,,"720","0","1","V","1","183473","12",,,,,"3",,,,,,"4.06","CSPT  LEDG PT (12-18)","N","BC","WCVI","SWVI","H-Robertson Creek H","S-Robertson Cr","2015","3","2FS  SWVIH0104","2FS  SWVIS0104","2016"
"R","4.1","20200124","CDFO","CDFO","S1123285","1","2018","20180824","R","5","08","40","07","N","3","2MS61P013OWE PT  25",,"5000",,,,,"890","0","1","V","1","181670","12",,,,"00611608","6",,,,,,"5.19","JSSSPTOWE PT (13-25)","N","BC","JNST","JSVI","H-Quinsam River H","S-Quinsam R","2014","3","2FS  JNSTH0106","2FS  JNSTS0106","2015"
"R","4.1","20200124","CDFO","CDFO","S1153949","1","2018","20180721","R","5","07","40","07","N","4","2MN26P012PR HARD 16",,"5000",,,,,"660","0","1","V","1","183178","12",,,,,"3",,,,,,"3.5","CSPT  PR HARD (12-16)","N","BC","JNST","JSVI","H-Quinsam River H","S-Quinsam R","2015","3","2FS  JNSTH0106","2FS  JNSTS0106","2016"
"R","4.1","20200124","CDFO","CDFO","S1311479","1","2018","20180508","R","5","05","40","07","N","3","2MS62P015POWE RV 02",,"5000",,,,,,,,"V","1","636946","12",,,,"00621605","6",,,,,,"6.9","GSSPTCPOWE RV (15-2)","N","WA","NOWA","BESA","SAMISH HATCHERY","SAMISH   (FRIDAY CR)","2015","3","3F10107  030017 H","3F10107  030017 S","2016"
"R","4.1","20200124","CDFO","CDFO","S1313349","1","2018","201808","C","5","08","40","07","N","3","2MS27M23B",,"5000",,,,,,,,"V","1","211190","12",,,,"00271608","6",,,,,,"11.98","WSPT         M23B","N","WA","NOWA","NOOK","SKOOKUM CR HATCHERY","NOOKSACK -SF 01.0246","2015","1","3F10107  010273 H","3F10107  010246 S","2016"
"R","4.1","20200124","CDFO","CDFO","S1313438","1","2018","201808","C","5","08","40","07","N","3","2MS62P014FREN CK",,"5000",,,,,,,,"V","1","182496","12",,,,"00621608","6",,,,,,"6.9","GSSPTCFREN CK (P014)","N","BC","GST","GSVI","H-Big Qualicum River H","S-Big Qualicum R","2012","3","2FS  GSVIH0100","2FS  GSVIS0100","2013"
"R","4.1","20200124","CDFO","CDFO","S1121782","1","2018","20180721","R","5","07","40","07","N","3","2MS61P013CP MUDG 02",,"5000",,,,,"400","0","1","V","1","184073","12",,,,"00611607","6",,,,,,"7.58","JSSSPTCP MUDG (13-2)","N","BC","GST","GSVI","H-Cowichan River H","S-Cowichan R","2015","3","2FS  GSVIH0118","2FS  GSVIS0118","2016"
"R","4.1","20200124","CDFO","CDFO","S535655","1","2018","20180513","R","5","05","40","07","N","3","2MS23P29MPT COWN",,"5000",,,,,"650","0","1","V","1","182867","12",,,,"00231605","6",,,,,,"13.24","GSPTS PT COWN (P29M)","N","BC","GST","GSMS","H-Sandy Cove Seapen","S-Chilliwack R","2015","3","2MS  GSMNH1265","2FS  LWFRS0107","2016"
"R","4.1","20200124","CDFO","CDFO","S535656","1","2018","20180807","R","5","08","40","07","N","3","2MS23P028DUGL BY 02",,"5000",,,,,,,,"V","1","183598","12",,,,"00231608","6",,,,,,"17.22","GSPTS DUGL BY (28-2)","N","BC","GST","GSVI","H-Cowichan River H","S-Cowichan R","2014","3","2FS  GSVIH0118","2FS  GSVIS0118","2015"
"R","4.1","20200124","CDFO","CDFO","S574825","1","2018","201807","C","5","07","40","07","N","3","2MS61P013",,"5000",,,,,,,,"V","1","183973","12",,,,"00611607","6",,,,,,"7.58","JSSSPT       P013","N","BC","FRTH","UPTR","H-Shuswap River, Middle,","S-Shuswap R Low","2015","2","2FS  TOMFH1958","2FS  TOMFS0161","2016"
"R","4.1","20200124","CDFO","CDFO","S1157992","1","2018","20180729","R","5","07","40","07","N","3","2MS24P020RACE RK",,"5000",,,,,,,,"V","1","183693","12",,,,"00241607","6",,,,,,"8.98","JFSPT RACE RK (P020)","N","BC","WCVI","SWVI","H-Robertson Creek H","S-Robertson Cr","2015","3","2FS  SWVIH0104","2FS  SWVIS0104","2016"
"R","4.1","20200124","CDFO","CDFO","S1336609","1","2018","20180902","R","5","09","40","07","N","3","2MS28M23AUNDE CV 01",,"5000","M",,,,"680","0","1","V","1","184185","12",,,,"028D1109","1",,,,,,"1","ACSPT UNDE CV (23-1)","N","BC","WCVI","SWVI","H-Robertson Creek H","S-Robertson Cr","2015","3","2FS  SWVIH0104","2FS  SWVIS0104","2016"
"R","4.1","20200124","CDFO","CDFO","S1321797","1","2018","20180818","R","5","08","40","07","N","3","2MS61P013TYEE PO 03",,"5000",,,,,"810","0","1","V","1","182999","12",,,,"00611608","6",,,,,,"5.19","JSSSPTTYEE PO (13-3)","N","BC","JNST","JSVI","H-Quinsam River H","S-Quinsam R","2014","3","2FS  JNSTH0106","2FS  JNSTS0106","2015"
"R","4.1","20200124","CDFO","CDFO","S1326362","1","2018","20180828","R","5","08","40","07","N","3","2MS61P013NODA CH 26",,"5000",,,,,"740","0","1","V","1","184066","12",,,,"00611608","6",,,,,,"5.19","JSSSPTNODA CH (13-26)","N","BC","JNST","JSVI","H-Quinsam River H","S-Quinsam R","2015","3","2FS  JNSTH0106","2FS  JNSTS0106","2016"
"R","4.1","20200124","CDFO","CDFO","S1154043","1","2018","20180817","R","5","08","40","07","N","4","2MN26P012LIZA PT 06",,"5000",,,,,"810","0","1","V","1","182485","12",,,,,"3",,,,,,"4.06","CSPT  LIZA PT (12-6)","N","BC","JNST","JSVI","H-Quinsam River H","S-Quinsam R","2015","3","2FS  JNSTH0106","2FS  JNSTS0106","2016"
"R","4.1","20200124","CDFO","CDFO","S1311326","1","2018","20180823","R","5","08","40","07","N","3","2MS62P016BJER SH 02",,"5000",,,,,"810","0","1","V","1","183981","12",,,,"00621608","6",,,,,,"6.9","GSSPTCBJER SH (16-2)","N","BC","GST","GSVI","H-Cowichan River H","S-Cowichan R","2015","3","2FS  GSVIH0118","2FS  GSVIS0118","2016"
"R","4.1","20200124","CDFO","CDFO","S1305931","1","2018","20180816","R","5","08","40","07","N","3","2MS27P027CLIF PT 02",,"5000",,,,,,,,"V","1","183695","12",,,,"00271608","6",,,,,,"11.98","WSPT  CLIF PT (27-2)","N","BC","WCVI","SWVI","H-Robertson Creek H","S-Robertson Cr","2015","3","2FS  SWVIH0104","2FS  SWVIS0104","2016"
"R","4.1","20200124","CDFO","CDFO","S1158109","1","2018","20180714","R","5","07","40","07","N","3","2MS61P013CP MUDG 02",,"5000",,,,,"800","0","1","V","1","182869","12",,,,"00611607","6",,,,,,"7.58","JSSSPTCP MUDG (13-2)","N","BC","GST","GSMS","H-Capilano River H","S-Chilliwack R","2015","3","2FS  GSMNH0103","2FS  LWFRS0107","2016"
"R","4.1","20200124","CDFO","CDFO","S1304880","1","2018","20180725","R","5","07","40","07","N","3","2MS23P018ARBU IS 06",,"5000",,,,,"750","0","1","V","1","183475","12",,,,"023D1107","1",,,,,,"1","GSPTS ARBU IS (18-6)","N","BC","WCVI","SWVI","H-Robertson Creek H","S-Robertson Cr","2015","3","2FS  SWVIH0104","2FS  SWVIS0104","2016"
"R","4.1","20200124","CDFO","CDFO","S1302007","1","2018","20180727","R","5","07","40","07","N","3","2MS23P29M",,"5000",,,,,"850","0","1","V","1","183692","12",,,,"00231607","6",,,,,,"9.67","GSPTS        P29M","N","BC","FRTH","LOFR","H-Chilliwack River H","S-Chilliwack R","2015","3","2FS  LWFRH0107","2FS  LWFRS0107","2016"
"R","4.1","20200124","CDFO","CDFO","S1312269","1","2018","20180729","R","5","07","40","07","N","3","2MS24P020TRAP SH 05",,"5000",,,,,"800","0","1","V","1","183388","12",,,,"00241607","6",,,,,,"8.98","JFSPT TRAP SH (20-5)","N","BC","FRTH","UPTR","H-Shuswap River, Middle,","S-Shuswap R Low","2014","2","2FS  TOMFH1958","2FS  TOMFS0161","2015"
"R","4.1","20200124","CDFO","CDFO","S1312273","1","2018","20180731","R","5","07","40","07","N","3","2MS24P020TRAP SH 05",,"5000",,,,,"800","0","1","V","1","636960","12",,,,"00241607","6",,,,,,"8.98","JFSPT TRAP SH (20-5)","N","WA","HOOD","SKDO","GEORGE ADAMS HATCHERY","GEORGE ADAMS (PURDY)","2015","3","3F10412  160005 H","3F10412  160005 S","2016"
"R","4.1","20200124","CDFO","CDFO","S1332653","1","2018","20180803","R","5","08","40","07","N","3","2MS27P124HYSO BK 01",,"5000",,,,,"630","0","1","V","1","183594","12",,,,"027D1108","1",,,,,,"1.01","WSPT  HYSO BK (124-1)","N","BC","WCVI","SWVI","H-Port Renfrew Seapen","S-San Juan R","2015","3","2MS  SWVIH5898","2FS  SWVIS0093","2016"
"R","4.1","20200124","CDFO","CDFO","S1313347","1","2018","20180728","R","5","07","40","07","N","3","2MS27M23BBARK SD 08",,"5000",,,,,,,,"V","1","182487","12",,,,"00271607","6",,,,,,"9.32","WSPT  BARK SD (23-8)","N","BC","WCVI","SWVI","H-Robertson Creek H","S-Robertson Cr","2015","3","2FS  SWVIH0104","2FS  SWVIS0104","2016"
"R","4.1","20200124","CDFO","CDFO","S1158316","1","2018","20180824","R","5","08","40","07","N","4","2MN26P012LEDG PT 18",,"5000",,,,,"760","0","1","V","1","636958","12",,,,,"3",,,,,,"4.06","CSPT  LEDG PT (12-18)","N","WA","MPS","DUWA","SOOS CREEK HATCHERY","BIG SOOS CR  09.0072","2015","3","3F10510  090072 H","3F10510  090072 S","2016"
"R","4.1","20200124","CDFO","CDFO","S1341679","1","2018","20180903","R","5","09","40","07","N","3","2MS28M23ACHIN CR 01",,"5000",,,,,"510","0","1","V","1","185362","12",,,,"00281609","6",,,,,,"7.42","ACSPT CHIN CR (23-1)","N","BC","WCVI","SWVI","H-Robertson Creek H","S-Nahmint R","2015","3","2FS  SWVIH0104","2FS  SWVIS0413","2016"
"R","4.1","20200124","CDFO","CDFO","S1343331","1","2018","20180912","R","5","09","40","07","N","3","2MS62P016BJER SH 02",,"5000",,,,,"640","0","1","V","1","184073","12",,,,"00621609","6",,,,,,"3.76","GSSPTCBJER SH (16-2)","N","BC","GST","GSVI","H-Cowichan River H","S-Cowichan R","2015","3","2FS  GSVIH0118","2FS  GSVIS0118","2016"
"R","4.1","20200124","CDFO","CDFO","S1339443","1","2018","20180829","R","5","08","40","07","N","3","2MS62P014KITT BE 13",,"5000",,,,,"740","0","1","V","1","183966","12",,,,"00621608","6",,,,,,"6.9","GSSPTCKITT BE (14-13)","N","BC","FRTH","LOFR","H-Chehalis River H","S-Chilliwack R","2015","3","2FS  LWFRH0154","2FS  LWFRS0107","2016"
"R","4.1","20200124","CDFO","CDFO","S1339446","1","2018","20180729","R","5","07","40","07","N","3","2MS62P014KITT BE 13",,"5000","F","7.71","1","1","810","0","1","V","1","183864","12",,,,"062D1107","1",,,,,,"1","GSSPTCKITT BE (14-13)","N","BC","FRTH","LOFR","H-Chilliwack River H","S-Chilliwack R","2014","3","2FS  LWFRH0107","2FS  LWFRS0107","2015"
