"FISH_NUMBER","DATE_CAPTURED","SPECIES","SHIP_FL","SHIP_SL","SHIP_TL","SHIP_ML","SHIP_WT","OTOLITH","CWT_AGE","GONAD_WT","FIN_CL","SEX","SAMPLE","COMMENTS","TEMPORARY_TAG"
"BCSI-2019125-QCST06-112-013","Saturday, Oct 5, 2019","CHUM",202,"","","",82,"","","","","","","",""
"BCSI-2019125-QCST06-112-014","Saturday, Oct 5, 2019","CHUM",209,"","","",111,"","","","","","","",""
"BCSI-2019125-QCST06-112-015","Saturday, Oct 5, 2019","CHUM",212,"","","",103,"","","","","","","",""
"BCSI-2019125-QCST06-112-016","Saturday, Oct 5, 2019","CHUM",238,"","","",157,"","","","","","","",""
"BCSI-2019125-QCST06-112-017","Saturday, Oct 5, 2019","CHUM",220,"","","",121,"","","","","","","",""
"BCSI-2019125-QCST06-112-018","Saturday, Oct 5, 2019","CHUM",211,"","","",100,"","","","","","","",""
"BCSI-2019125-QCST06-112-019","Saturday, Oct 5, 2019","CHUM",207,"","","",93,"","","","","","","",""
"BCSI-2019125-QCST06-112-020","Saturday, Oct 5, 2019","CHUM",207,"","","",94,"","","","","","","",""
"BCSI-2019125-QCST06-112-021","Saturday, Oct 5, 2019","CHUM",225,"","","",125,"","","","","","","",""
"BCSI-2019125-QCST06-112-022","Saturday, Oct 5, 2019","CHUM",227,"","","",132,"","","","","","","",""
"BCSI-2019125-QCST06-112-023","Saturday, Oct 5, 2019","CHUM",208,"","","",112,"","","","","","","",""
"BCSI-2019125-QCST06-112-024","Saturday, Oct 5, 2019","CHUM",213,"","","",106,"","","","","","","",""
"BCSI-2019125-QCST06-112-025","Saturday, Oct 5, 2019","CHUM",208,"","","",97,"","","","","","","",""
"BCSI-2019125-QCST06-112-026","Saturday, Oct 5, 2019","CHUM",209,"","","",100,"","","","","","","",""
"BCSI-2019125-QCST06-112-027","Saturday, Oct 5, 2019","CHUM",205,"","","",101,"","","","","","","",""
"BCSI-2019125-QCST06-112-028","Saturday, Oct 5, 2019","CHUM",219,"","","",117,"","","","","","","",""
"BCSI-2019125-QCST06-112-029","Saturday, Oct 5, 2019","CHUM",217,"","","",110,"","","","","","","",""
"BCSI-2019125-QCST06-112-030","Saturday, Oct 5, 2019","CHUM",202,"","","",99,"","","","","","","",""
"BCSI-2019125-QCST06-118-001","Saturday, Oct 5, 2019","SOCKEYE",202,"","","",89,"SE-1-C12","","","","","W","BLOOD 366",""
"BCSI-2019125-QCST06-108-001","Saturday, Oct 5, 2019","PINK",187,"","","",67,"PK-1-H9","","","","","W","",""
"BCSI-2019125-QCST06-108-002","Saturday, Oct 5, 2019","PINK",190,"","","",69,"PK-1-H10","","","","","W","",""
"BCSI-2019125-QCST06-108-003","Saturday, Oct 5, 2019","PINK",187,"","","",66,"PK-1-H11","","","","","W","",""
"BCSI-2019125-QCST06-108-004","Saturday, Oct 5, 2019","PINK",184,"","","",59,"PK-1-H12","","","","","W","",""
"BCSI-2019125-QCST06-108-005","Saturday, Oct 5, 2019","PINK",195,"","","",76,"PK-2-A1","","","","","W","",""
"BCSI-2019125-QCST06-108-006","Saturday, Oct 5, 2019","PINK",220,"","","",108,"PK-2-A2","","","","","M","",""
"BCSI-2019125-QCST06-108-007","Saturday, Oct 5, 2019","PINK",205,"","","",88,"PK-2-A3","","","","","M","",""
"BCSI-2019125-QCST06-108-008","Saturday, Oct 5, 2019","PINK",192,"","","",78,"PK-2-A4","","","","","M","",""
"BCSI-2019125-QCST06-108-009","Saturday, Oct 5, 2019","PINK",212,"","","",114,"PK-2-A5","","","","","M","",""
"BCSI-2019125-QCST06-108-010","Saturday, Oct 5, 2019","PINK",208,"","","",92,"PK-2-A6","","","","","M","",""
"BCSI-2019125-QCST06-108-011","Saturday, Oct 5, 2019","PINK",205,"","","",92,"","","","","","","",""
"BCSI-2019125-QCST06-108-012","Saturday, Oct 5, 2019","PINK",194,"","","",78,"","","","","","","",""
"BCSI-2019125-QCST06-108-013","Saturday, Oct 5, 2019","PINK",187,"","","",68,"","","","","","","",""
"BCSI-2019125-QCST06-108-014","Saturday, Oct 5, 2019","PINK",188,"","","",65,"","","","","","","",""
"BCSI-2019125-QCST06-108-015","Saturday, Oct 5, 2019","PINK",192,"","","",71,"","","","","","","",""
"BCSI-2019125-QCST06-108-016","Saturday, Oct 5, 2019","PINK",200,"","","",81,"","","","","","","",""
"BCSI-2019125-QCST06-108-017","Saturday, Oct 5, 2019","PINK",194,"","","",74,"","","","","","","",""
"BCSI-2019125-QCST06-108-018","Saturday, Oct 5, 2019","PINK",190,"","","",74,"","","","","","","",""
"BCSI-2019125-QCST06-108-019","Saturday, Oct 5, 2019","PINK",173,"","","",52,"","","","","","","",""
"BCSI-2019125-QCST06-108-020","Saturday, Oct 5, 2019","PINK",205,"","","",92,"","","","","","","",""
"BCSI-2019125-QCST06-108-021","Saturday, Oct 5, 2019","PINK",174,"","","",56,"","","","","","","",""
"BCSI-2019125-QCST06-108-022","Saturday, Oct 5, 2019","PINK",189,"","","",75,"","","","","","","",""
"BCSI-2019125-QCST06-108-023","Saturday, Oct 5, 2019","PINK",152,"","","",44,"","","","","","","",""
"BCSI-2019125-QCST06-108-024","Saturday, Oct 5, 2019","PINK",204,"","","",89,"","","","","","","",""
"BCSI-2019125-QCST06-108-025","Saturday, Oct 5, 2019","PINK",176,"","","",56,"","","","","","","",""
"BCSI-2019125-QCST06-108-026","Saturday, Oct 5, 2019","PINK",185,"","","",73,"","","","","","","",""
"BCSI-2019125-QCST06-108-027","Saturday, Oct 5, 2019","PINK",184,"","","",67,"","","","","","","",""
"BCSI-2019125-QCST06-108-028","Saturday, Oct 5, 2019","PINK",198,"","","",83,"","","","","","","",""
"BCSI-2019125-QCST06-108-029","Saturday, Oct 5, 2019","PINK",178,"","","",59,"","","","","","","",""
"BCSI-2019125-QCST06-108-030","Saturday, Oct 5, 2019","PINK",185,"","","",69,"","","","","","","",""
"BCSI-2019125-QCST06-NA-001","Saturday, Oct 5, 2019","SABLEFISH",240,"","","",116,"","","","","","","",""
"BCSI-2019125-QCST06-NA-002","Saturday, Oct 5, 2019","SABLEFISH",246,"","","",137,"","","","","","","",""
"BCSI-2019125-QCST06-NA-003","Saturday, Oct 5, 2019","SABLEFISH",228,"","","",98,"","","","","","","",""
"BCSI-2019125-QCST06-NA-004","Saturday, Oct 5, 2019","SABLEFISH",254,"","","",148,"","","","","","","",""
"BCSI-2019125-QCST06-NA-005","Saturday, Oct 5, 2019","SABLEFISH",258,"","","",153,"","","","","","","",""
"BCSI-2019125-QCST06-NA-006","Saturday, Oct 5, 2019","SABLEFISH",255,"","","",143,"","","","","","","",""
"BCSI-2019125-QCST06-NA-007","Saturday, Oct 5, 2019","SABLEFISH",246,"","","",138,"","","","","","","",""
"BCSI-2019125-QCST06-NA-008","Saturday, Oct 5, 2019","SABLEFISH",281,"","","",203,"","","","","","","",""
"BCSI-2019125-QCST06-NA-009","Saturday, Oct 5, 2019","SABLEFISH",240,"","","",113,"","","","","","","",""
"BCSI-2019125-QCST06-NA-010","Saturday, Oct 5, 2019","SABLEFISH",230,"","","",109,"","","","","","","",""
"BCSI-2019125-QCST06-NA-011","Saturday, Oct 5, 2019","SABLEFISH",238,"","","",127,"","","","","","","",""
"BCSI-2019125-QCST06-NA-012","Saturday, Oct 5, 2019","SABLEFISH",246,"","","",133,"","","","","","","",""
"BCSI-2019125-QCST06-NA-013","Saturday, Oct 5, 2019","SABLEFISH",267,"","","",192,"","","","","","","",""
"BCSI-2019125-QCST06-NA-014","Saturday, Oct 5, 2019","SABLEFISH",247,"","","",140,"","","","","","","",""
"BCSI-2019125-QCST06-NA-015","Saturday, Oct 5, 2019","SABLEFISH",218,"","","",94,"","","","","","","",""
"BCSI-2019125-QCST06-NA-016","Saturday, Oct 5, 2019","SABLEFISH",236,"","","",119,"","","","","","","",""
"BCSI-2019125-QCST06-NA-017","Saturday, Oct 5, 2019","SABLEFISH",235,"","","",110,"","","","","","","",""
"BCSI-2019125-QCST06-NA-018","Saturday, Oct 5, 2019","SABLEFISH",245,"","","",128,"","","","","","","",""
"BCSI-2019125-QCST06-NA-019","Saturday, Oct 5, 2019","SABLEFISH",248,"","","",149,"","","","","","","",""
"BCSI-2019125-QCST06-NA-020","Saturday, Oct 5, 2019","SABLEFISH",251,"","","",143,"","","","","","","",""
"BCSI-2019125-QCST06-NA-021","Saturday, Oct 5, 2019","SABLEFISH",250,"","","",140,"","","","","","","",""
"BCSI-2019125-QCST07-108-001","Saturday, Oct 5, 2019","PINK",195,"","","",73,"PK-2-A7","","","","","W","",""
"BCSI-2019125-QCST07-108-002","Saturday, Oct 5, 2019","PINK",187,"","","",67,"PK-2-A8","","","","","W","",""
"BCSI-2019125-QCST07-108-003","Saturday, Oct 5, 2019","PINK",197,"","","",79,"PK-2-A9","","","","","W","",""
"BCSI-2019125-QCST07-108-004","Saturday, Oct 5, 2019","PINK",206,"","","",85,"PK-2-A10","","","","","W","",""
"BCSI-2019125-QCST07-108-005","Saturday, Oct 5, 2019","PINK",199,"","","",85,"PK-2-A11","","","","","W","",""
"BCSI-2019125-QCST07-108-006","Saturday, Oct 5, 2019","PINK",202,"","","",84,"PK-2-A12","","","","","M","",""
"BCSI-2019125-QCST07-108-007","Saturday, Oct 5, 2019","PINK",201,"","","",83,"PK-2-B1","","","","","M","",""
"BCSI-2019125-QCST07-108-008","Saturday, Oct 5, 2019","PINK",178,"","","",61,"PK-2-B2","","","","","M","",""
"BCSI-2019125-QCST07-108-009","Saturday, Oct 5, 2019","PINK",170,"","","",51,"PK-2-B3","","","","","M","",""
"BCSI-2019125-QCST07-108-010","Saturday, Oct 5, 2019","PINK",201,"","","",86,"PK-2-B4","","","","","M","",""
"BCSI-2019125-QCST07-108-011","Saturday, Oct 5, 2019","PINK",216,"","","",106,"","","","","","","",""
"BCSI-2019125-QCST07-108-012","Saturday, Oct 5, 2019","PINK",174,"","","",57,"","","","","","","",""
"BCSI-2019125-QCST07-108-013","Saturday, Oct 5, 2019","PINK",195,"","","",79,"","","","","","","",""
"BCSI-2019125-QCST07-112-001","Saturday, Oct 5, 2019","CHUM",221,"","","",118,"CM-1-H11","","","","","W","",""
"BCSI-2019125-QCST07-112-002","Saturday, Oct 5, 2019","CHUM",202,"","","",76,"CM-1-H12","","","","","W","",""
"BCSI-2019125-QCST08-118-001","Sunday, Oct 6, 2019","SOCKEYE",164,"","","",44,"SE-1-D1","","","","","W","BLOOD 367",""
"BCSI-2019125-QCST08-124-001","Sunday, Oct 6, 2019","CHINOOK",226,"","","",140,"CK-1-D1","","","","","W","",""
"BCSI-2019125-QCST08-112-001","Sunday, Oct 6, 2019","CHUM",222,"","","",108,"CM-2-A1","","","","","W","",""
"BCSI-2019125-QCST08-112-002","Sunday, Oct 6, 2019","CHUM",209,"","","",96,"CM-2-A2","","","","","W","",""
"BCSI-2019125-QCST08-112-003","Sunday, Oct 6, 2019","CHUM",214,"","","",105,"CM-2-A3","","","","","W","",""
"BCSI-2019125-QCST08-112-004","Sunday, Oct 6, 2019","CHUM",210,"","","",105,"CM-2-A4","","","","","W","",""
"BCSI-2019125-QCST08-112-005","Sunday, Oct 6, 2019","CHUM",213,"","","",96,"CM-2-A5","","","","","W","",""
"BCSI-2019125-QCST08-112-006","Sunday, Oct 6, 2019","CHUM",207,"","","",89,"CM-2-A6","","","","","M","",""
"BCSI-2019125-QCST08-112-007","Sunday, Oct 6, 2019","CHUM",208,"","","",93,"CM-2-A7","","","","","M","",""
"BCSI-2019125-QCST08-112-008","Sunday, Oct 6, 2019","CHUM",207,"","","",97,"CM-2-A8","","","","","M","",""
"BCSI-2019125-QCST08-112-009","Sunday, Oct 6, 2019","CHUM",209,"","","",98,"CM-2-A9","","","","","M","",""
"BCSI-2019125-QCST08-112-010","Sunday, Oct 6, 2019","CHUM",197,"","","",79,"CM-2-A10","","","","","M","",""
"BCSI-2019125-QCST08-112-011","Sunday, Oct 6, 2019","CHUM",214,"","","",106,"","","","","","","",""
"BCSI-2019125-QCST08-112-012","Sunday, Oct 6, 2019","CHUM",236,"","","",139,"","","","","","","",""
"BCSI-2019125-QCST08-112-013","Sunday, Oct 6, 2019","CHUM",190,"","","",63,"","","","","","","",""
"BCSI-2019125-QCST08-112-014","Sunday, Oct 6, 2019","CHUM",232,"","","",134,"","","","","","","",""
"BCSI-2019125-QCST08-112-015","Sunday, Oct 6, 2019","CHUM",218,"","","",109,"","","","","","","",""
"BCSI-2019125-QCST08-112-016","Sunday, Oct 6, 2019","CHUM",212,"","","",107,"","","","","","","",""
"BCSI-2019125-QCST08-112-017","Sunday, Oct 6, 2019","CHUM",223,"","","",118,"","","","","","","",""
"BCSI-2019125-QCST08-112-018","Sunday, Oct 6, 2019","CHUM",186,"","","",63,"","","","","","","",""
"BCSI-2019125-QCST08-115-001","Sunday, Oct 6, 2019","COHO",288,"","","",321,"CO-1-B4","","","AD","","M","",""
"BCSI-2019125-QCST08-115-002","Sunday, Oct 6, 2019","COHO",276,"","","",272,"CO-1-B5","","","","","M","",""
"BCSI-2019125-QCST08-115-003","Sunday, Oct 6, 2019","COHO",280,"","","",277,"CO-1-B6","","","","","M","",""
"BCSI-2019125-QCST08-115-004","Sunday, Oct 6, 2019","COHO",335,"","","",458,"CO-1-B7","","","AD","","M","",""
"BCSI-2019125-QCST08-115-005","Sunday, Oct 6, 2019","COHO",309,"","","",352,"CO-1-B8","","","AD","","M","",""
"BCSI-2019125-QCST08-115-006","Sunday, Oct 6, 2019","COHO",280,"","","",279,"CO-1-B9","","","","","","",""
"BCSI-2019125-QCST08-115-007","Sunday, Oct 6, 2019","COHO",310,"","","",373,"CO-1-B10","","","","","","",""
"BCSI-2019125-QCST08-115-008","Sunday, Oct 6, 2019","COHO",295,"","","",302,"CO-1-B11","","","AD","","","",""
"BCSI-2019125-QCST08-NA-001","Sunday, Oct 6, 2019","CHUM ADULT",716,"","","",1870,"CM-2-A11","","","","F","M","",""
"BCSI-2019125-QCST08-108-001","Sunday, Oct 6, 2019","PINK",188,"","","",60,"PK-2-B5","","","","","W","",""
"BCSI-2019125-QCST08-108-002","Sunday, Oct 6, 2019","PINK",174,"","","",53,"PK-2-B6","","","","","W","",""
"BCSI-2019125-QCST08-108-003","Sunday, Oct 6, 2019","PINK",187,"","","",73,"PK-2-B7","","","","","W","",""
"BCSI-2019125-QCST08-108-004","Sunday, Oct 6, 2019","PINK",178,"","","",55,"PK-2-B8","","","","","W","",""
"BCSI-2019125-QCST08-108-005","Sunday, Oct 6, 2019","PINK",190,"","","",72,"PK-2-B9","","","","","W","",""
"BCSI-2019125-QCST08-108-006","Sunday, Oct 6, 2019","PINK",202,"","","",89,"PK-2-B10","","","","","M","",""
"BCSI-2019125-QCST08-108-007","Sunday, Oct 6, 2019","PINK",170,"","","",50,"PK-2-B11","","","","","M","",""
"BCSI-2019125-QCST08-108-008","Sunday, Oct 6, 2019","PINK",183,"","","",62,"PK-2-B12","","","","","M","",""
"BCSI-2019125-QCST08-108-009","Sunday, Oct 6, 2019","PINK",174,"","","",53,"PK-2-C1","","","","","M","",""
"BCSI-2019125-QCST08-108-010","Sunday, Oct 6, 2019","PINK",208,"","","",83,"PK-2-C2","","","","","M","",""
"BCSI-2019125-QCST08-108-011","Sunday, Oct 6, 2019","PINK",190,"","","",71,"","","","","","","",""
"BCSI-2019125-QCST08-108-012","Sunday, Oct 6, 2019","PINK",175,"","","",52,"","","","","","","",""
"BCSI-2019125-QCST08-108-013","Sunday, Oct 6, 2019","PINK",181,"","","",65,"","","","","","","",""
"BCSI-2019125-QCST08-108-014","Sunday, Oct 6, 2019","PINK",189,"","","",69,"","","","","","","",""
"BCSI-2019125-QCST08-108-015","Sunday, Oct 6, 2019","PINK",190,"","","",61,"","","","","","","",""
"BCSI-2019125-QCST08-108-016","Sunday, Oct 6, 2019","PINK",230,"","","",88,"","","","","","","",""
"BCSI-2019125-QCST08-108-017","Sunday, Oct 6, 2019","PINK",185,"","","",63,"","","","","","","",""
"BCSI-2019125-QCST08-108-018","Sunday, Oct 6, 2019","PINK",190,"","","",66,"","","","","","","",""
"BCSI-2019125-QCST08-108-019","Sunday, Oct 6, 2019","PINK",228,"","","",118,"","","","","","","",""
"BCSI-2019125-QCST08-108-020","Sunday, Oct 6, 2019","PINK",170,"","","",49,"","","","","","","",""
"BCSI-2019125-QCST08-108-021","Sunday, Oct 6, 2019","PINK",206,"","","",94,"","","","","","","",""
"BCSI-2019125-QCST08-108-022","Sunday, Oct 6, 2019","PINK",178,"","","",52,"","","","","","","",""
"BCSI-2019125-QCST08-108-023","Sunday, Oct 6, 2019","PINK",192,"","","",79,"","","","","","","",""
"BCSI-2019125-QCST08-108-024","Sunday, Oct 6, 2019","PINK",173,"","","",50,"","","","","","","",""
"BCSI-2019125-QCST08-108-025","Sunday, Oct 6, 2019","PINK",104,"","","",90,"","","","","","","",""
"BCSI-2019125-QCST08-108-026","Sunday, Oct 6, 2019","PINK",192,"","","",78,"","","","","","","",""
"BCSI-2019125-QCST08-108-027","Sunday, Oct 6, 2019","PINK",183,"","","",66,"","","","","","","",""
"BCSI-2019125-QCST08-108-028","Sunday, Oct 6, 2019","PINK",185,"","","",76,"","","","","","","",""
"BCSI-2019125-QCST08-108-029","Sunday, Oct 6, 2019","PINK",176,"","","",54,"","","","","","","",""
"BCSI-2019125-QCST08-108-030","Sunday, Oct 6, 2019","PINK",172,"","","",60,"","","","","","","",""
"BCSI-2019125-QCST08-NA-001","Sunday, Oct 6, 2019","SABLEFISH",252,"","","",141,"","","","","","","",""
"BCSI-2019125-QCST08-NA-002","Sunday, Oct 6, 2019","SABLEFISH",241,"","","",116,"","","","","","","",""
"BCSI-2019125-QCST08-NA-003","Sunday, Oct 6, 2019","SABLEFISH",236,"","","",117,"","","","","","","",""
"BCSI-2019125-QCST08-NA-004","Sunday, Oct 6, 2019","SABLEFISH",247,"","","",129,"","","","","","","",""
"BCSI-2019125-QCST08-NA-005","Sunday, Oct 6, 2019","SABLEFISH",243,"","","",128,"","","","","","","",""
"BCSI-2019125-QCST08-NA-006","Sunday, Oct 6, 2019","SABLEFISH",241,"","","",121,"","","","","","","",""
"BCSI-2019125-QCST08-NA-007","Sunday, Oct 6, 2019","SABLEFISH",248,"","","",129,"","","","","","","",""
"BCSI-2019125-QCST08-NA-008","Sunday, Oct 6, 2019","SABLEFISH",254,"","","",142,"","","","","","","",""
"BCSI-2019125-QCST08-NA-009","Sunday, Oct 6, 2019","SABLEFISH",256,"","","",143,"","","","","","","",""
"BCSI-2019125-QCST08-NA-010","Sunday, Oct 6, 2019","SABLEFISH",250,"","","",131,"","","","","","","",""
"BCSI-2019125-QCST08-NA-011","Sunday, Oct 6, 2019","SABLEFISH",234,"","","",111,"","","","","","","",""
"BCSI-2019125-QCST08-NA-012","Sunday, Oct 6, 2019","SABLEFISH",243,"","","",110,"","","","","","","",""
"BCSI-2019125-QCST09-112-001","Sunday, Oct 6, 2019","CHUM",213,"","","",110,"CM-2-A12","","","","","W","",""
"BCSI-2019125-QCST09-112-002","Sunday, Oct 6, 2019","CHUM",211,"","","",104,"CM-2-B1","","","","","W","",""
"BCSI-2019125-QCST09-112-003","Sunday, Oct 6, 2019","CHUM",222,"","","",110,"CM-2-B2","","","","","W","",""
"BCSI-2019125-QCST09-112-004","Sunday, Oct 6, 2019","CHUM",207,"","","",94,"CM-2-B3","","","","","W","",""
"BCSI-2019125-QCST09-112-005","Sunday, Oct 6, 2019","CHUM",232,"","","",134,"CM-2-B4","","","","","W","",""
"BCSI-2019125-QCST09-112-006","Sunday, Oct 6, 2019","CHUM",210,"","","",90,"CM-2-B5","","","","","M","",""
"BCSI-2019125-QCST09-112-007","Sunday, Oct 6, 2019","CHUM",212,"","","",104,"CM-2-B6","","","","","M","",""
"BCSI-2019125-QCST09-112-008","Sunday, Oct 6, 2019","CHUM",217,"","","",106,"CM-2-B7","","","","","M","",""
"BCSI-2019125-QCST09-112-009","Sunday, Oct 6, 2019","CHUM",209,"","","",96,"CM-2-B8","","","","","M","",""
"BCSI-2019125-QCST09-112-010","Sunday, Oct 6, 2019","CHUM",210,"","","",92,"CM-2-B9","","","","","M","",""
"BCSI-2019125-QCST09-112-011","Sunday, Oct 6, 2019","CHUM",214,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCST09-112-012","Sunday, Oct 6, 2019","CHUM",222,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCST09-112-013","Sunday, Oct 6, 2019","CHUM",197,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCST09-112-014","Sunday, Oct 6, 2019","CHUM",184,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCST09-112-015","Sunday, Oct 6, 2019","CHUM",198,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCST09-112-016","Sunday, Oct 6, 2019","CHUM",207,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCST09-112-017","Sunday, Oct 6, 2019","CHUM",213,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCST09-112-018","Sunday, Oct 6, 2019","CHUM",201,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCST09-112-019","Sunday, Oct 6, 2019","CHUM",215,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCST09-112-020","Sunday, Oct 6, 2019","CHUM",208,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCST09-112-021","Sunday, Oct 6, 2019","CHUM",208,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCST09-112-022","Sunday, Oct 6, 2019","CHUM",207,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCST09-112-023","Sunday, Oct 6, 2019","CHUM",204,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCST09-112-024","Sunday, Oct 6, 2019","CHUM",215,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCST09-112-025","Sunday, Oct 6, 2019","CHUM",212,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCST09-112-026","Sunday, Oct 6, 2019","CHUM",221,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCST09-112-027","Sunday, Oct 6, 2019","CHUM",217,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCST09-112-028","Sunday, Oct 6, 2019","CHUM",211,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCST09-112-029","Sunday, Oct 6, 2019","CHUM",207,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCST09-112-030","Sunday, Oct 6, 2019","CHUM",217,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCST09-124-001","Sunday, Oct 6, 2019","CHINOOK",237,"","","",166,"CK-1-D02","","","","","W","",""
"BCSI-2019125-QCST09-NA-001","Sunday, Oct 6, 2019","SABLEFISH",245,"","","",122,"","","","","","","",""
"BCSI-2019125-QCST09-NA-002","Sunday, Oct 6, 2019","SABLEFISH",243,"","","",130,"","","","","","","",""
"BCSI-2019125-QCST09-108-001","Sunday, Oct 6, 2019","PINK",183,"","","",58,"PK-2-C3","","","","","W","",""
"BCSI-2019125-QCST09-108-002","Sunday, Oct 6, 2019","PINK",185,"","","",64,"PK-2-C4","","","","","W","",""
"BCSI-2019125-QCST09-108-003","Sunday, Oct 6, 2019","PINK",169,"","","",49,"PK-2-C5","","","","","W","",""
"BCSI-2019125-QCST09-108-004","Sunday, Oct 6, 2019","PINK",174,"","","",55,"PK-2-C6","","","","","W","",""
"BCSI-2019125-QCST09-108-005","Sunday, Oct 6, 2019","PINK",170,"","","",50,"PK-2-C7","","","","","W","",""
"BCSI-2019125-QCST09-108-006","Sunday, Oct 6, 2019","PINK",193,"","","",70,"PK-2-C8","","","","","M","",""
"BCSI-2019125-QCST09-108-007","Sunday, Oct 6, 2019","PINK",162,"","","",40,"PK-2-C9","","","","","M","",""
"BCSI-2019125-QCST09-108-008","Sunday, Oct 6, 2019","PINK",183,"","","",60,"PK-2-C10","","","","","M","",""
"BCSI-2019125-QCST09-108-009","Sunday, Oct 6, 2019","PINK",195,"","","",78,"PK-2-C11","","","","","M","",""
"BCSI-2019125-QCST09-108-010","Sunday, Oct 6, 2019","PINK",177,"","","",52,"PK-2-C12","","","","","M","",""
"BCSI-2019125-QCST09-108-011","Sunday, Oct 6, 2019","PINK",204,"","","",84,"","","","","","","",""
"BCSI-2019125-QCST09-108-012","Sunday, Oct 6, 2019","PINK",170,"","","",47,"","","","","","","",""
"BCSI-2019125-QCST09-108-013","Sunday, Oct 6, 2019","PINK",198,"","","",81,"","","","","","","",""
"BCSI-2019125-QCST09-108-014","Sunday, Oct 6, 2019","PINK",182,"","","",57,"","","","","","","",""
"BCSI-2019125-QCST09-108-015","Sunday, Oct 6, 2019","PINK",180,"","","",55,"","","","","","","",""
"BCSI-2019125-QCST09-108-016","Sunday, Oct 6, 2019","PINK",175,"","","",54,"","","","","","","",""
"BCSI-2019125-QCST09-108-017","Sunday, Oct 6, 2019","PINK",175,"","","",51,"","","","","","","",""
"BCSI-2019125-QCST09-108-018","Sunday, Oct 6, 2019","PINK",176,"","","",58,"","","","","","","",""
"BCSI-2019125-QCST09-108-019","Sunday, Oct 6, 2019","PINK",178,"","","",56,"","","","","","","",""
"BCSI-2019125-QCST09-108-020","Sunday, Oct 6, 2019","PINK",179,"","","",58,"","","","","","","",""
"BCSI-2019125-QCST09-108-021","Sunday, Oct 6, 2019","PINK",187,"","","",64,"","","","","","","",""
"BCSI-2019125-QCST09-108-022","Sunday, Oct 6, 2019","PINK",168,"","","",48,"","","","","","","",""
"BCSI-2019125-QCST09-108-023","Sunday, Oct 6, 2019","PINK",206,"","","",93,"","","","","","","",""
"BCSI-2019125-QCST09-108-024","Sunday, Oct 6, 2019","PINK",177,"","","",59,"","","","","","","",""
"BCSI-2019125-QCST09-108-025","Sunday, Oct 6, 2019","PINK",200,"","","",77,"","","","","","","",""
"BCSI-2019125-QCST09-108-026","Sunday, Oct 6, 2019","PINK",195,"","","",78,"","","","","","","",""
"BCSI-2019125-QCST09-108-027","Sunday, Oct 6, 2019","PINK",188,"","","",68,"","","","","","","",""
"BCSI-2019125-QCST09-108-028","Sunday, Oct 6, 2019","PINK",187,"","","",66,"","","","","","","",""
"BCSI-2019125-QCST09-108-029","Sunday, Oct 6, 2019","PINK",180,"","","",60,"","","","","","","",""
"BCSI-2019125-QCST09-108-030","Sunday, Oct 6, 2019","PINK",186,"","","",73,"","","","","","","",""
"BCSI-2019125-QCST09-115-001","Sunday, Oct 6, 2019","COHO",295,"","","",319,"CO-1-B12","","","AD","","M","",""
"BCSI-2019125-QCST09-115-002","Sunday, Oct 6, 2019","COHO",291,"","","",298,"CO-1-C1","","","AD","","M","",""
"BCSI-2019125-QCST09-115-003","Sunday, Oct 6, 2019","COHO",276,"","","",269,"CO-1-C2","","","","","M","",""
"BCSI-2019125-QCST09-115-004","Sunday, Oct 6, 2019","COHO",349,"","","",528,"CO-1-C3","","","","","M","",""
"BCSI-2019125-QCST09-115-005","Sunday, Oct 6, 2019","COHO",270,"","","",233,"CO-1-C4","","","","","M","",""
"BCSI-2019125-QCST09-115-006","Sunday, Oct 6, 2019","COHO",270,"","","",241,"CO-1-C5","","","","","","",""
"BCSI-2019125-QCST09-115-007","Sunday, Oct 6, 2019","COHO",309,"","","",384,"CO-1-C6","","","","","","",""
"BCSI-2019125-BR01-112-001","Sunday, Oct 6, 2019","CHUM",212,"","","",103,"CM-2-B10","","","","","W","",""
"BCSI-2019125-BR01-112-002","Sunday, Oct 6, 2019","CHUM",181,"","","",61,"CM-2-B11","","","","","W","",""
"BCSI-2019125-BR01-112-003","Sunday, Oct 6, 2019","CHUM",222,"","","",111,"CM-2-B12","","","","","W","",""
"BCSI-2019125-BR01-NA-001","Sunday, Oct 6, 2019","SABLEFISH",252,"","","",157,"","","","","","","",""
