"FISH_NUMBER","DATE_CAPTURED","SPECIES","SHIP_FL","SHIP_SL","SHIP_TL","SHIP_ML","SHIP_WT","OTOLITH","CWT_AGE","GONAD_WT","FIN_CL","SEX","SAMPLE","COMMENTS","TEMPORARY_TAG"
"BCSI-2019125-QCST03-NA-008","Wednesday, Oct 2, 2019","SABLEFISH",240,"","","",113,"","","","","","","",""
"BCSI-2019125-QCST03-NA-009","Wednesday, Oct 2, 2019","SABLEFISH",237,"","","",117,"","","","","","","",""
"BCSI-2019125-QCST03-NA-010","Wednesday, Oct 2, 2019","SABLEFISH",232,"","","",115,"","","","","","","",""
"BCSI-2019125-QCST03-108-001","Wednesday, Oct 2, 2019","PINK",189,"","","",64,"PK-1-E11","","","","","W","",""
"BCSI-2019125-QCST03-108-002","Wednesday, Oct 2, 2019","PINK",186,"","","",70,"PK-1-E12","","","","","W","",""
"BCSI-2019125-QCST03-108-003","Wednesday, Oct 2, 2019","PINK",182,"","","",63,"PK-1-F1","","","","","W","",""
"BCSI-2019125-QCST03-108-004","Wednesday, Oct 2, 2019","PINK",159,"","","",39,"PK-1-F2","","","","","W","",""
"BCSI-2019125-QCST03-108-005","Wednesday, Oct 2, 2019","PINK",182,"","","",62,"PK-1-F3","","","","","W","",""
"BCSI-2019125-QCST03-108-006","Wednesday, Oct 2, 2019","PINK",177,"","","",58,"PK-1-F4","","","","","M","",""
"BCSI-2019125-QCST03-108-007","Wednesday, Oct 2, 2019","PINK",161,"","","",41,"PK-1-F5","","","","","M","",""
"BCSI-2019125-QCST03-108-008","Wednesday, Oct 2, 2019","PINK",179,"","","",58,"PK-1-F6","","","","","M","",""
"BCSI-2019125-QCST03-108-009","Wednesday, Oct 2, 2019","PINK",204,"","","",89,"PK-1-F7","","","","","M","",""
"BCSI-2019125-QCST03-108-010","Wednesday, Oct 2, 2019","PINK",186,"","","",66,"PK-1-F8","","","","","M","",""
"BCSI-2019125-QCST03-108-011","Wednesday, Oct 2, 2019","PINK",198,"","","",84,"","","","","","","",""
"BCSI-2019125-QCST03-108-012","Wednesday, Oct 2, 2019","PINK",198,"","","",87,"","","","","","","",""
"BCSI-2019125-QCST03-108-013","Wednesday, Oct 2, 2019","PINK",176,"","","",58,"","","","","","","",""
"BCSI-2019125-QCST03-108-014","Wednesday, Oct 2, 2019","PINK",200,"","","",83,"","","","","","","",""
"BCSI-2019125-QCST03-108-015","Wednesday, Oct 2, 2019","PINK",148,"","","",31,"","","","","","","",""
"BCSI-2019125-QCST03-108-016","Wednesday, Oct 2, 2019","PINK",183,"","","",61,"","","","","","","",""
"BCSI-2019125-QCST03-108-017","Wednesday, Oct 2, 2019","PINK",200,"","","",85,"","","","","","","",""
"BCSI-2019125-QCST03-108-018","Wednesday, Oct 2, 2019","PINK",188,"","","",70,"","","","","","","",""
"BCSI-2019125-QCST03-108-019","Wednesday, Oct 2, 2019","PINK",201,"","","",83,"","","","","","","",""
"BCSI-2019125-QCST03-108-020","Wednesday, Oct 2, 2019","PINK",186,"","","",72,"","","","","","","",""
"BCSI-2019125-QCST03-108-021","Wednesday, Oct 2, 2019","PINK",192,"","","",74,"","","","","","","",""
"BCSI-2019125-QCST03-108-022","Wednesday, Oct 2, 2019","PINK",197,"","","",80,"","","","","","","",""
"BCSI-2019125-QCST03-108-023","Wednesday, Oct 2, 2019","PINK",176,"","","",57,"","","","","","","",""
"BCSI-2019125-QCST03-108-024","Wednesday, Oct 2, 2019","PINK",180,"","","",65,"","","","","","","",""
"BCSI-2019125-QCST03-108-025","Wednesday, Oct 2, 2019","PINK",175,"","","",55,"","","","","","","",""
"BCSI-2019125-QCST03-108-026","Wednesday, Oct 2, 2019","PINK",181,"","","",67,"","","","","","","",""
"BCSI-2019125-QCST03-108-027","Wednesday, Oct 2, 2019","PINK",185,"","","",70,"","","","","","","",""
"BCSI-2019125-QCST03-108-028","Wednesday, Oct 2, 2019","PINK",190,"","","",67,"","","","","","","",""
"BCSI-2019125-QCST03-108-029","Wednesday, Oct 2, 2019","PINK",166,"","","",46,"","","","","","","",""
"BCSI-2019125-QCST03-108-030","Wednesday, Oct 2, 2019","PINK",147,"","","",32,"","","","","","","",""
"BCSI-2019125-QCST03-118-001","Wednesday, Oct 2, 2019","SOCKEYE",134,"","","",29,"SE-1-C3","","","","","W","NO BLOOD-TOO LONG",""
"BCSI-2019125-QCST03-112-001","Wednesday, Oct 2, 2019","CHUM",212,"","","",104,"CM-1-D8","","","","","W","",""
"BCSI-2019125-QCST03-112-002","Wednesday, Oct 2, 2019","CHUM",197,"","","",87,"CM-1-D9","","","","","W","",""
"BCSI-2019125-QCST03-112-003","Wednesday, Oct 2, 2019","CHUM",204,"","","",95,"CM-1-D10","","","","","W","",""
"BCSI-2019125-QCST03-112-004","Wednesday, Oct 2, 2019","CHUM",206,"","","",99,"CM-1-D11","","","","","W","",""
"BCSI-2019125-QCST03-112-005","Wednesday, Oct 2, 2019","CHUM",200,"","","",90,"CM-1-D12","","","","","W","",""
"BCSI-2019125-QCST03-112-006","Wednesday, Oct 2, 2019","CHUM",211,"","","",109,"CM-1-E1","","","","","M","",""
"BCSI-2019125-QCST03-112-007","Wednesday, Oct 2, 2019","CHUM",213,"","","",118,"CM-1-E2","","","","","M","",""
"BCSI-2019125-QCST03-112-008","Wednesday, Oct 2, 2019","CHUM",211,"","","",114,"CM-1-E3","","","","","M","",""
"BCSI-2019125-QCST03-112-009","Wednesday, Oct 2, 2019","CHUM",201,"","","",91,"CM-1-E4","","","","","M","",""
"BCSI-2019125-QCST03-112-010","Wednesday, Oct 2, 2019","CHUM",215,"","","",116,"CM-1-E5","","","","","M","",""
"BCSI-2019125-QCST03-112-011","Wednesday, Oct 2, 2019","CHUM",221,"","","",128,"","","","","","","",""
"BCSI-2019125-QCST03-112-012","Wednesday, Oct 2, 2019","CHUM",205,"","","",94,"","","","","","","",""
"BCSI-2019125-QCST03-112-013","Wednesday, Oct 2, 2019","CHUM",214,"","","",120,"","","","","","","",""
"BCSI-2019125-QCST03-112-014","Wednesday, Oct 2, 2019","CHUM",218,"","","",120,"","","","","","","",""
"BCSI-2019125-QCST03-112-015","Wednesday, Oct 2, 2019","CHUM",216,"","","",115,"","","","","","","",""
"BCSI-2019125-QCST03-112-016","Wednesday, Oct 2, 2019","CHUM",194,"","","",85,"","","","","","","",""
"BCSI-2019125-QCST03-112-017","Wednesday, Oct 2, 2019","CHUM",221,"","","",121,"","","","","","","",""
"BCSI-2019125-QCST03-112-018","Wednesday, Oct 2, 2019","CHUM",203,"","","",100,"","","","","","","",""
"BCSI-2019125-QCST03-112-019","Wednesday, Oct 2, 2019","CHUM",203,"","","",99,"","","","","","","",""
"BCSI-2019125-QCST03-112-020","Wednesday, Oct 2, 2019","CHUM",201,"","","",102,"","","","","","","",""
"BCSI-2019125-QCST03-112-021","Wednesday, Oct 2, 2019","CHUM",212,"","","",118,"","","","","","","",""
"BCSI-2019125-QCST03-112-022","Wednesday, Oct 2, 2019","CHUM",225,"","","",133,"","","","","","","",""
"BCSI-2019125-QCST03-112-023","Wednesday, Oct 2, 2019","CHUM",214,"","","",110,"","","","","","","",""
"BCSI-2019125-QCST03-112-024","Wednesday, Oct 2, 2019","CHUM",220,"","","",119,"","","","","","","",""
"BCSI-2019125-QCST03-112-025","Wednesday, Oct 2, 2019","CHUM",212,"","","",104,"","","","","","","",""
"BCSI-2019125-QCST03-112-026","Wednesday, Oct 2, 2019","CHUM",192,"","","",90,"","","","","","","",""
"BCSI-2019125-QCST03-112-027","Wednesday, Oct 2, 2019","CHUM",211,"","","",115,"","","","","","","",""
"BCSI-2019125-QCST03-112-028","Wednesday, Oct 2, 2019","CHUM",215,"","","",119,"","","","","","","",""
"BCSI-2019125-QCST03-112-029","Wednesday, Oct 2, 2019","CHUM",200,"","","",90,"","","","","","","",""
"BCSI-2019125-QCST03-112-030","Wednesday, Oct 2, 2019","CHUM",201,"","","",93,"","","","","","","",""
"BCSI-2019125-QCST04-124-001","Thursday, Oct 3, 2019","CHINOOK",203,"","","",104,"CK-1-C2","","","","","W","",""
"BCSI-2019125-QCST04-124-002","Thursday, Oct 3, 2019","CHINOOK",238,"","","",161,"CK-1-C3","","","","","W","",""
"BCSI-2019125-QCST04-112-001","Thursday, Oct 3, 2019","CHUM",224,"","","",117,"CM-1-E6","","","","","W","",""
"BCSI-2019125-QCST04-112-002","Thursday, Oct 3, 2019","CHUM",200,"","","",84,"CM-1-E7","","","","","W","",""
"BCSI-2019125-QCST04-112-003","Thursday, Oct 3, 2019","CHUM",214,"","","",102,"CM-1-E8","","","","","W","",""
"BCSI-2019125-QCST04-NA-001","Thursday, Oct 3, 2019","SABLEFISH",247,"","","",131,"","","","","","W","",""
"BCSI-2019125-QCST04-NA-002","Thursday, Oct 3, 2019","SABLEFISH",254,"","","",137,"","","","","","W","MEG",""
"BCSI-2019125-QCST04-NA-003","Thursday, Oct 3, 2019","SABLEFISH",259,"","","",143,"","","","","","W","",""
"BCSI-2019125-QCST04-NA-004","Thursday, Oct 3, 2019","SABLEFISH",238,"","","",116,"","","","","","W","MEG",""
"BCSI-2019125-QCST04-NA-005","Thursday, Oct 3, 2019","SABLEFISH",240,"","","",122,"","","","","","W","",""
"BCSI-2019125-QCST04-NA-006","Thursday, Oct 3, 2019","SABLEFISH",233,"","","",118,"","","","","","M","",""
"BCSI-2019125-QCST04-NA-007","Thursday, Oct 3, 2019","SABLEFISH",252,"","","",155,"","","","","","M","",""
"BCSI-2019125-QCST04-NA-008","Thursday, Oct 3, 2019","SABLEFISH",248,"","","",132,"","","","","","M","",""
"BCSI-2019125-QCST04-NA-009","Thursday, Oct 3, 2019","SABLEFISH",250,"","","",145,"","","","","","M","",""
"BCSI-2019125-QCST04-NA-010","Thursday, Oct 3, 2019","SABLEFISH",236,"","","",115,"","","","","","M","",""
"BCSI-2019125-QCST05-NA-001","Thursday, Oct 3, 2019","MOON JELLY",301,"","","",NA,"","","","","","","BELL DIAMETER",""
"BCSI-2019125-QCST05-NA-002","Thursday, Oct 3, 2019","MOON JELLY",183,"","","",NA,"","","","","","","BELL DIAMETER",""
"BCSI-2019125-QCST05-NA-003","Thursday, Oct 3, 2019","MOON JELLY",191,"","","",NA,"","","","","","","BELL DIAMETER",""
"BCSI-2019125-QCST05-NA-004","Thursday, Oct 3, 2019","MOON JELLY",287,"","","",NA,"","","","","","","BELL DIAMETER",""
"BCSI-2019125-QCST05-NA-005","Thursday, Oct 3, 2019","MOON JELLY",198,"","","",NA,"","","","","","","BELL DIAMETER",""
"BCSI-2019125-QCST05-NA-001","Thursday, Oct 3, 2019","SABLEFISH",250,"","","",144,"","","","","","","",""
"BCSI-2019125-QCST05-NA-002","Thursday, Oct 3, 2019","SABLEFISH",250,"","","",134,"","","","","","","",""
"BCSI-2019125-QCST05-NA-003","Thursday, Oct 3, 2019","SABLEFISH",241,"","","",119,"","","","","","","",""
"BCSI-2019125-QCST05-NA-004","Thursday, Oct 3, 2019","SABLEFISH",231,"","","",116,"","","","","","","",""
"BCSI-2019125-QCST05-NA-005","Thursday, Oct 3, 2019","SABLEFISH",255,"","","",149,"","","","","","","",""
"BCSI-2019125-QCST05-NA-006","Thursday, Oct 3, 2019","SABLEFISH",224,"","","",97,"","","","","","","",""
"BCSI-2019125-QCST05-NA-007","Thursday, Oct 3, 2019","SABLEFISH",240,"","","",114,"","","","","","","",""
"BCSI-2019125-QCST05-NA-008","Thursday, Oct 3, 2019","SABLEFISH",231,"","","",111,"","","","","","","",""
"BCSI-2019125-QCST05-NA-009","Thursday, Oct 3, 2019","SABLEFISH",217,"","","",92,"","","","","","","",""
"BCSI-2019125-QCST05-NA-010","Thursday, Oct 3, 2019","SABLEFISH",237,"","","",130,"","","","","","","",""
"BCSI-2019125-QCST05-NA-011","Thursday, Oct 3, 2019","SABLEFISH",231,"","","",113,"","","","","","","",""
"BCSI-2019125-QCST05-NA-012","Thursday, Oct 3, 2019","SABLEFISH",225,"","","",107,"","","","","","","",""
"BCSI-2019125-QCST05-NA-013","Thursday, Oct 3, 2019","SABLEFISH",253,"","","",134,"","","","","","","",""
"BCSI-2019125-QCST05-NA-014","Thursday, Oct 3, 2019","SABLEFISH",241,"","","",125,"","","","","","","",""
"BCSI-2019125-QCST05-NA-015","Thursday, Oct 3, 2019","SABLEFISH",229,"","","",109,"","","","","","","",""
"BCSI-2019125-QCST05-NA-016","Thursday, Oct 3, 2019","SABLEFISH",242,"","","",131,"","","","","","","",""
"BCSI-2019125-QCST05-NA-017","Thursday, Oct 3, 2019","SABLEFISH",220,"","","",92,"","","","","","","",""
"BCSI-2019125-QCST05-NA-018","Thursday, Oct 3, 2019","SABLEFISH",226,"","","",94,"","","","","","","",""
"BCSI-2019125-QCST05-NA-019","Thursday, Oct 3, 2019","SABLEFISH",226,"","","",97,"","","","","","","",""
"BCSI-2019125-QCST05-108-001","Thursday, Oct 3, 2019","PINK",201,"","","",81,"PK-1-F9","","","","","W","MEG",""
"BCSI-2019125-QCST05-NA-001","Thursday, Oct 3, 2019","OPALESCENT SQUID",23,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCST05-NA-002","Thursday, Oct 3, 2019","OPALESCENT SQUID",19,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCST05-NA-003","Thursday, Oct 3, 2019","OPALESCENT SQUID",21,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCST05-NA-004","Thursday, Oct 3, 2019","OPALESCENT SQUID",22,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCST05-NA-005","Thursday, Oct 3, 2019","OPALESCENT SQUID",22,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCST05-NA-006","Thursday, Oct 3, 2019","OPALESCENT SQUID",39,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCST05-NA-007","Thursday, Oct 3, 2019","OPALESCENT SQUID",35,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCST05-NA-008","Thursday, Oct 3, 2019","OPALESCENT SQUID",21,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCST05-NA-009","Thursday, Oct 3, 2019","OPALESCENT SQUID",25,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCST05-NA-010","Thursday, Oct 3, 2019","OPALESCENT SQUID",31,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCST05-NA-011","Thursday, Oct 3, 2019","OPALESCENT SQUID",18,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCST05-NA-012","Thursday, Oct 3, 2019","OPALESCENT SQUID",31,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCST05-NA-013","Thursday, Oct 3, 2019","OPALESCENT SQUID",22,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCST05-NA-014","Thursday, Oct 3, 2019","OPALESCENT SQUID",27,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCST05-NA-015","Thursday, Oct 3, 2019","OPALESCENT SQUID",26,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCST05-NA-016","Thursday, Oct 3, 2019","OPALESCENT SQUID",37,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCST05-NA-017","Thursday, Oct 3, 2019","OPALESCENT SQUID",22,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCST05-NA-018","Thursday, Oct 3, 2019","OPALESCENT SQUID",26,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCST05-NA-019","Thursday, Oct 3, 2019","OPALESCENT SQUID",26,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCST05-NA-020","Thursday, Oct 3, 2019","OPALESCENT SQUID",32,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCST05-NA-021","Thursday, Oct 3, 2019","OPALESCENT SQUID",22,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCST05-NA-022","Thursday, Oct 3, 2019","OPALESCENT SQUID",26,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCST05-NA-023","Thursday, Oct 3, 2019","OPALESCENT SQUID",34,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCST05-NA-024","Thursday, Oct 3, 2019","OPALESCENT SQUID",23,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCST05-NA-025","Thursday, Oct 3, 2019","OPALESCENT SQUID",23,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCST05-NA-026","Thursday, Oct 3, 2019","OPALESCENT SQUID",21,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCST05-NA-027","Thursday, Oct 3, 2019","OPALESCENT SQUID",22,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCST05-NA-028","Thursday, Oct 3, 2019","OPALESCENT SQUID",28,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCST05-NA-029","Thursday, Oct 3, 2019","OPALESCENT SQUID",30,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCST05-NA-030","Thursday, Oct 3, 2019","OPALESCENT SQUID",25,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCSD01-NA-001","Thursday, Oct 3, 2019","SABLEFISH",228,"","","",104,"","","","","","","MEG",""
"BCSI-2019125-QCSD01-NA-002","Thursday, Oct 3, 2019","SABLEFISH",227,"","","",103,"","","","","","","",""
"BCSI-2019125-QCSD01-NA-001","Thursday, Oct 3, 2019","OPALESCENT SQUID",31,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCSD01-NA-002","Thursday, Oct 3, 2019","OPALESCENT SQUID",34,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCSD01-NA-003","Thursday, Oct 3, 2019","OPALESCENT SQUID",26,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCSD01-NA-004","Thursday, Oct 3, 2019","OPALESCENT SQUID",27,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCSD01-NA-005","Thursday, Oct 3, 2019","OPALESCENT SQUID",28,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCSD01-NA-006","Thursday, Oct 3, 2019","OPALESCENT SQUID",32,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCSD01-NA-007","Thursday, Oct 3, 2019","OPALESCENT SQUID",19,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCSD01-NA-008","Thursday, Oct 3, 2019","OPALESCENT SQUID",26,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCSD01-NA-009","Thursday, Oct 3, 2019","OPALESCENT SQUID",24,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCSD01-NA-010","Thursday, Oct 3, 2019","OPALESCENT SQUID",34,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCSD01-NA-011","Thursday, Oct 3, 2019","OPALESCENT SQUID",33,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCSD01-NA-012","Thursday, Oct 3, 2019","OPALESCENT SQUID",25,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCSD01-NA-013","Thursday, Oct 3, 2019","OPALESCENT SQUID",21,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCSD01-NA-014","Thursday, Oct 3, 2019","OPALESCENT SQUID",21,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCSD01-NA-015","Thursday, Oct 3, 2019","OPALESCENT SQUID",26,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCSD01-NA-016","Thursday, Oct 3, 2019","OPALESCENT SQUID",25,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCSD01-NA-017","Thursday, Oct 3, 2019","OPALESCENT SQUID",30,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCSD01-NA-018","Thursday, Oct 3, 2019","OPALESCENT SQUID",31,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCSD01-NA-019","Thursday, Oct 3, 2019","OPALESCENT SQUID",25,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCSD01-NA-020","Thursday, Oct 3, 2019","OPALESCENT SQUID",31,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCSD01-NA-021","Thursday, Oct 3, 2019","OPALESCENT SQUID",22,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCSD01-NA-022","Thursday, Oct 3, 2019","OPALESCENT SQUID",20,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCSD01-NA-023","Thursday, Oct 3, 2019","OPALESCENT SQUID",32,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCSD01-NA-024","Thursday, Oct 3, 2019","OPALESCENT SQUID",32,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCSD01-NA-025","Thursday, Oct 3, 2019","OPALESCENT SQUID",14,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCSD01-NA-026","Thursday, Oct 3, 2019","OPALESCENT SQUID",23,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCSD01-NA-027","Thursday, Oct 3, 2019","OPALESCENT SQUID",31,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCSD01-NA-028","Thursday, Oct 3, 2019","OPALESCENT SQUID",34,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCSD01-NA-029","Thursday, Oct 3, 2019","OPALESCENT SQUID",22,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCSD01-NA-030","Thursday, Oct 3, 2019","OPALESCENT SQUID",19,"","","",NA,"","","","","","","MANTLE LENGTH",""
"BCSI-2019125-QCSD02-NA-001","Thursday, Oct 3, 2019","SABLEFISH",214,"","","",80,"","","","","","","",""
"BCSI-2019125-QCSD02-NA-002","Thursday, Oct 3, 2019","SABLEFISH",249,"","","",135,"","","","","","","",""
"BCSI-2019125-QCSD02-NA-001","Thursday, Oct 3, 2019","PROWFISH",181,"","","",95,"","","","","","W","",""
"BCSI-2019125-QCSD02-108-001","Thursday, Oct 3, 2019","PINK",221,"","","",106,"PK-1-F10","","","","","W","",""
"BCSI-2019125-QCSD02-NA-001","Thursday, Oct 3, 2019","CHINOOK ADULT",492,"","","",1592,"CK-1-C04","","","AD","M","M","",""
"BCSI-2019125-QCSD02-112-001","Thursday, Oct 3, 2019","CHUM",218,"","","",112,"CM-1-E9","","","","","W","",""
"BCSI-2019125-QCSD02-112-002","Thursday, Oct 3, 2019","CHUM",218,"","","",110,"CM-1-E10","","","","","W","",""
"BCSI-2019125-QCSD02-112-003","Thursday, Oct 3, 2019","CHUM",234,"","","",145,"CM-1-E11","","","","","W","",""
"BCSI-2019125-QCSD02-112-004","Thursday, Oct 3, 2019","CHUM",215,"","","",107,"CM-1-E12","","","","","W","",""
"BCSI-2019125-QCSD02-112-005","Thursday, Oct 3, 2019","CHUM",231,"","","",124,"CM-1-F1","","","","","W","",""
"BCSI-2019125-QCSD02-112-006","Thursday, Oct 3, 2019","CHUM",220,"","","",115,"CM-1-F2","","","","","M","",""
"BCSI-2019125-QCSD02-112-007","Thursday, Oct 3, 2019","CHUM",246,"","","",161,"CM-1-F3","","","","","M","",""
"BCSI-2019125-QCSD02-112-008","Thursday, Oct 3, 2019","CHUM",231,"","","",125,"CM-1-F4","","","","","M","",""
"BCSI-2019125-QCSD02-112-009","Thursday, Oct 3, 2019","CHUM",241,"","","",164,"CM-1-F5","","","","","M","",""
"BCSI-2019125-QCSD02-112-010","Thursday, Oct 3, 2019","CHUM",239,"","","",142,"CM-1-F6","","","","","M","",""
"BCSI-2019125-QCSD02-112-011","Thursday, Oct 3, 2019","CHUM",216,"","","",104,"","","","","","","",""
"BCSI-2019125-QCSD03-115-001","Thursday, Oct 3, 2019","COHO",267,"","","",226,"CO-1-A6","","","","","W","LARVAL ROCKFISH",""
"BCSI-2019125-QCSD03-115-002","Thursday, Oct 3, 2019","COHO",281,"","","",238,"CO-1-A7","","","","","W","",""
"BCSI-2019125-QCSD03-115-003","Thursday, Oct 3, 2019","COHO",269,"","","",253,"CO-1-A8","","","","","W","",""
"BCSI-2019125-QCSD03-115-004","Thursday, Oct 3, 2019","COHO",256,"","","",223,"CO-1-A9","","","","","W","",""
"BCSI-2019125-QCSD03-115-005","Thursday, Oct 3, 2019","COHO",281,"","","",250,"CO-1-A10","","","","","W","",""
"BCSI-2019125-QCSD03-124-001","Thursday, Oct 3, 2019","CHINOOK",254,"","","",200,"CK-1-C5","","","","","W","",""
"BCSI-2019125-QCSD03-124-002","Thursday, Oct 3, 2019","CHINOOK",241,"","","",152,"CK-1-C6","","","","","W","LARVAL FLATFISH",""
"BCSI-2019125-QCSD03-NA-001","Thursday, Oct 3, 2019","OPALESCENT SQUID",34,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD03-NA-002","Thursday, Oct 3, 2019","OPALESCENT SQUID",22,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD03-NA-003","Thursday, Oct 3, 2019","OPALESCENT SQUID",39,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD03-NA-004","Thursday, Oct 3, 2019","OPALESCENT SQUID",36,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD03-NA-005","Thursday, Oct 3, 2019","OPALESCENT SQUID",24,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD03-NA-006","Thursday, Oct 3, 2019","OPALESCENT SQUID",37,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD03-NA-007","Thursday, Oct 3, 2019","OPALESCENT SQUID",16,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD03-NA-008","Thursday, Oct 3, 2019","OPALESCENT SQUID",18,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD03-NA-009","Thursday, Oct 3, 2019","OPALESCENT SQUID",22,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD03-NA-010","Thursday, Oct 3, 2019","OPALESCENT SQUID",29,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD03-NA-011","Thursday, Oct 3, 2019","OPALESCENT SQUID",15,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD03-NA-012","Thursday, Oct 3, 2019","OPALESCENT SQUID",15,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD03-NA-013","Thursday, Oct 3, 2019","OPALESCENT SQUID",21,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD03-NA-014","Thursday, Oct 3, 2019","OPALESCENT SQUID",21,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD03-NA-015","Thursday, Oct 3, 2019","OPALESCENT SQUID",35,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD03-NA-016","Thursday, Oct 3, 2019","OPALESCENT SQUID",19,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD03-NA-017","Thursday, Oct 3, 2019","OPALESCENT SQUID",20,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD03-NA-018","Thursday, Oct 3, 2019","OPALESCENT SQUID",40,"","","",NA,"","","","","","","",""
