ID_NUM,SPECIES,SCIENTIFIC_NAME,SPECIES_URN_LSID,LIFE_STAGE_URN_LABEL,FISH_NUM,DATE_TIME_ISO8601,LOCATION,AREA,TIME_PER,LATITUDE,LONGITUDE,LENGTH,TAG,OTOLITHS,OTOLITH,TRAY_CELL,SCALE,PRESERV,TAG_CODE,SPECIES_AC,SPECIES_AB,BROOD_YEAR,HATCHERY,REL_SITE,PROV_STATE,FIRST_REL,LAST_REL,REMARKS
87-436,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),A,1987-07-29T11:08-07:00,OFF BAMFIELD INLET,2,8,48.8428,-125.1418,150,TRUE,2,,,II-10,F,02-43-62,CHINOOK,CHIN,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/15/1987,5/30/1987,
87-437,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),A,1987-07-29T12:30-07:00,OFF BAMFIELD INLET,2,8,48.8428,-125.1417,121,TRUE,2,,,III-10,F,02-43-61,CHINOOK,CHIN,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/15/1987,5/30/1987,
87-437,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),B,1987-07-29T12:30-07:00,OFF BAMFIELD INLET,2,8,48.8428,-125.1417,147,TRUE,2,,,III-11,F,02-45-41,CHINOOK,CHIN,86,0114-NITINAT RIVER,0114-NITINAT RIVER,BC,5/12/1987,5/19/1987,
87-438,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),A,1987-07-29T13:50-07:00,SW NANAT BAY,2,8,48.8820,-125.0900,150,TRUE,2,,,III-8,F,02-42-56,CHINOOK,CHIN,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/10/1987,5/30/1987,
87-450,STEELHEAD SALMON SMOLT,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,SDN:S11::S1173 (smolt),A,1987-07-31T08:41-07:00,SEWAGE ISLAND,1,8,49.2450,-124.8242,220,TRUE,1,,,I-1,F,12-22-50,STEELHE,STEEL,86,0104-ROBERTSON CREEK,0090-SOMASS RIVER,BC,,4/21/1987,
87-454,STEELHEAD SALMON ADULT,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,SDN:S11::S1116 (adult),A,1987-07-31T06:05-07:00,STAMP NARROWS,1,8,49.1905,-124.8175,,TRUE,0,,,N/A,F,12-21-36,STEELHE,STEEL,84,0104-ROBERTSON CREEK,0090-SOMASS RIVER,BC,4/23/1985,4/24/1985,
88-011,STEELHEAD SALMON SMOLT,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,SDN:S11::S1173 (smolt),A,1988-04-26T20:40-07:00/1988-04-26T21:10-07:00,POLLY POINT,1,1,49.2150,-124.8167,186,TRUE,2,,,X-16,F,12-23-17,STEELHE,STEEL,87,0104-ROBERTSON CREEK,0090-SOMASS RIVER,BC,4/18/1988,4/19/1988,LAST 1988 DATABASE UPDATE 1993-09-02
88-012,STEELHEAD SALMON SMOLT,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,SDN:S11::S1173 (smolt),A,1988-04-26T22:06-07:00/1988-04-26T22:36-07:00,STAMP NARROWS,1,1,49.1833,-124.8150,179,TRUE,1,,,IV-10,F,12-23-16,STEELHE,STEEL,87,0104-ROBERTSON CREEK,0090-SOMASS RIVER,BC,4/18/1988,4/19/1988,
88-025,STEELHEAD SALMON SMOLT,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,SDN:S11::S1173 (smolt),A,1988-05-03T10:45-07:00,DUNSMUIR POINT,1,2,49.1600,-124.8067,165,TRUE,2,,,VIII-24,F,12-23-17,STEELHE,STEEL,87,0104-ROBERTSON CREEK,0090-SOMASS RIVER,BC,4/18/1988,4/19/1988,
88-025,STEELHEAD SALMON SMOLT,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,SDN:S11::S1173 (smolt),B,1988-05-03T10:45-07:00,DUNSMUIR POINT,1,2,49.1600,-124.8067,179,FALSE,2,,,V111-25,F,,,,,,,,,,
88-025,STEELHEAD SALMON SMOLT,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,SDN:S11::S1173 (smolt),C,1988-05-03T10:45-07:00,DUNSMUIR POINT,1,2,49.1600,-124.8067,168,TRUE,2,,,IX-1,F,12-23-18,STEELHE,STEEL,87,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/7/1988,4/9/1988,
88-025,STEELHEAD SALMON SMOLT,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,SDN:S11::S1173 (smolt),D,1988-05-03T10:45-07:00,DUNSMUIR POINT,1,2,49.1600,-124.8067,180,TRUE,2,,,IX-2,F,12-23-17,STEELHE,STEEL,87,0104-ROBERTSON CREEK,0090-SOMASS RIVER,BC,4/18/1988,4/19/1988,
88-025,STEELHEAD SALMON SMOLT,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,SDN:S11::S1173 (smolt),E,1988-05-03T10:45-07:00,DUNSMUIR POINT,1,2,49.1600,-124.8067,168,TRUE,2,,,IX-3,F,12-23-17,STEELHE,STEEL,87,0104-ROBERTSON CREEK,0090-SOMASS RIVER,BC,4/18/1988,4/19/1988,
88-025,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),F,1988-05-03T10:45-07:00,DUNSMUIR POINT,1,2,49.1600,-124.8067,141,TRUE,2,,,IX-19,F,02-45-61,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-025,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),G,1988-05-03T10:45-07:00,DUNSMUIR POINT,1,2,49.1600,-124.8067,150,TRUE,2,,,IX-20,F,02-45-61,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-025,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),H,1988-05-03T10:45-07:00,DUNSMUIR POINT,1,2,49.1600,-124.8067,139,TRUE,2,,,IX-21,F,02-45-61,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-025,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),I,1988-05-03T10:45-07:00,DUNSMUIR POINT,1,2,49.1600,-124.8067,126,TRUE,2,,,IX-22,F,02-45-60,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-025,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),J,1988-05-03T10:45-07:00,DUNSMUIR POINT,1,2,49.1600,-124.8067,135,TRUE,2,,,IX-23,F,02-45-61,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-025,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),K,1988-05-03T10:45-07:00,DUNSMUIR POINT,1,2,49.1600,-124.8067,133,TRUE,2,,,IX-24,F,02-45-61,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-030,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),A,1988-05-04T14:25-07:00,NANAT BAY,2,2,48.8825,-125.0767,159,TRUE,2,,,I-11,F,02-45-60,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-030,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),B,1988-05-04T14:25-07:00,NANAT BAY,2,2,48.8825,-125.0767,153,TRUE,2,,,I-12,F,02-45-60,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-030,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),C,1988-05-04T14:25-07:00,NANAT BAY,2,2,48.8825,-125.0767,145,TRUE,2,,,I-13,F,02-45-60,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-030,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),D,1988-05-04T14:25-07:00,NANAT BAY,2,2,48.8825,-125.0767,131,TRUE,2,,,I-14,F,02-45-61,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-030,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),E,1988-05-04T14:25-07:00,NANAT BAY,2,2,48.8825,-125.0767,141,TRUE,2,,,I-15,F,02-45-60,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-030,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),F,1988-05-04T14:25-07:00,NANAT BAY,2,2,48.8825,-125.0767,148,TRUE,2,,,I-16,F,02-45-61,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-040,STEELHEAD SALMON SMOLT,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,SDN:S11::S1173 (smolt),A,1988-05-10T03:03-07:00/1988-05-10T03:33-07:00,BILTON POINT,1,2,49.0117,-124.8700,181,TRUE,2,,,X-12,F,12-23-17,STEELHE,STEEL,87,0104-ROBERTSON CREEK,0090-SOMASS RIVER,BC,4/18/1988,4/19/1988,
88-042,STEELHEAD SALMON SMOLT,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,SDN:S11::S1173 (smolt),A,1988-05-10T05:50-07:00,POLLY POINT,1,2,49.2167,-124.8167,178,TRUE,2,,,I-1,F,12-23-17,STEELHE,STEEL,87,0104-ROBERTSON CREEK,0090-SOMASS RIVER,BC,4/18/1988,4/19/1988,
88-042,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),B,1988-05-10T05:50-07:00,POLLY POINT,1,2,49.2167,-124.8167,130,TRUE,2,,,X-13,F,02-44-61,COHO,COHO,86,0275-KEOGH RIVER,0275-KEOGH RIVER,BC,5/18/1988,5/20/1988,
88-043,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),A,1988-05-10T07:40-07:00,DUNSMUIR POINT,1,2,49.1533,-124.8067,139,TRUE,2,,,X-14,F,02-45-60,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-043,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),B,1988-05-10T07:40-07:00,DUNSMUIR POINT,1,2,49.1533,-124.8067,127,TRUE,2,,,X-15,F,02-45-60,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-043,STEELHEAD SALMON SMOLT,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,SDN:S11::S1173 (smolt),C,1988-05-10T07:40-07:00,DUNSMUIR POINT,1,2,49.1533,-124.8067,173,TRUE,2,,,X-22,F,12-23-17,STEELHE,STEEL,87,0104-ROBERTSON CREEK,0090-SOMASS RIVER,BC,4/18/1988,4/19/1988,
88-043,STEELHEAD SALMON SMOLT,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,SDN:S11::S1173 (smolt),D,1988-05-10T07:40-07:00,DUNSMUIR POINT,1,2,49.1533,-124.8067,178,TRUE,2,,,XI-5,F,12-23-17,STEELHE,STEEL,87,0104-ROBERTSON CREEK,0090-SOMASS RIVER,BC,4/18/1988,4/19/1988,
88-060,CHINOOK SALMON JUVENILE,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1127 (juvenile),A,1988-05-11T10:35-07:00,HAND ISLAND,4,2,48.9418,-125.3182,238,TRUE,2,,,II-19,F,07-43-09,CHINOOK,CHIN,86,0678-BONNEVILLE HATCHERY,0994-TANNER CR,OR,,11/5/1987,
88-070,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),A,1988-05-12T10:00-07:00,MACKENZIE ANCHORAGE,2,2,48.8425,-125.1765,145,FALSE,2,,,IV-20,F,,,,,,,,,,
88-070,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),B,1988-05-12T10:00-07:00,MACKENZIE ANCHORAGE,2,2,48.8425,-125.1765,144,TRUE,2,,,IV-21,F,02-45-61,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-070,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),C,1988-05-12T10:00-07:00,MACKENZIE ANCHORAGE,2,2,48.8425,-125.1765,140,TRUE,2,,,IV-22,F,02-45-60,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-071,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),A,1988-05-12T11:05-07:00,AGUILAR POINT,2,2,48.8407,-125.1397,138,TRUE,2,,,I-3,F,02-45-61,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-071,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),B,1988-05-12T11:05-07:00,AGUILAR POINT,2,2,48.8407,-125.1397,151,TRUE,2,,,I-4,F,02-45-60,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-071,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),C,1988-05-12T11:05-07:00,AGUILAR POINT,2,2,48.8407,-125.1397,138,TRUE,2,,,I-5,F,02-45-60,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-071,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),D,1988-05-12T11:05-07:00,AGUILAR POINT,2,2,48.8407,-125.1397,133,TRUE,2,,,I-6,F,02-45-61,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-071,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),E,1988-05-12T11:05-07:00,AGUILAR POINT,2,2,48.8407,-125.1397,139,TRUE,2,,,I-7,F,02-45-61,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-071,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),F,1988-05-12T11:05-07:00,AGUILAR POINT,2,2,48.8407,-125.1397,150,TRUE,2,,,I-8,F,02-45-60,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-071,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),G,1988-05-12T11:05-07:00,AGUILAR POINT,2,2,48.8407,-125.1397,147,TRUE,2,,,I-9,F,02-45-61,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-071,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),H,1988-05-12T11:05-07:00,AGUILAR POINT,2,2,48.8407,-125.1397,143,TRUE,2,,,I-10,F,02-45-60,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-071,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),I,1988-05-12T11:05-07:00,AGUILAR POINT,2,2,48.8407,-125.1397,145,TRUE,2,,,XI-2,F,02-45-61,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-072,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),A,1988-05-12T13:10-07:00,NANAT BAY,2,2,48.8833,-125.0850,147,TRUE,2,,,V-13,F,02-45-60,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-081,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),A,1988-05-17T11:00-07:00,NANAT BAY,2,3,48.8833,-125.0800,129,FALSE,0,,,,F,,,,,,,,,,
88-082,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),A,1988-05-17T13:25-07:00,AGUILAR POINT,2,3,48.8393,-125.1373,154,TRUE,2,,,IX-4,F,02-45-61,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-082,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),B,1988-05-17T13:25-07:00,AGUILAR POINT,2,3,48.8393,-125.1373,150,TRUE,2,,,IX-5,F,02-45-61,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-082,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),C,1988-05-17T13:25-07:00,AGUILAR POINT,2,3,48.8393,-125.1373,146,TRUE,0,,,IX-6,F,02-45-61,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-084,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),A,1988-05-17T15:35-07:00,SATELLITE PASSAGE,2,3,48.8648,-125.1543,192,TRUE,2,,,IX-25,F,02-45-60,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-084,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),B,1988-05-17T15:35-07:00,SATELLITE PASSAGE,2,3,48.8648,-125.1543,155,TRUE,2,,,X-1,F,02-45-60,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-084,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),C,1988-05-17T15:35-07:00,SATELLITE PASSAGE,2,3,48.8648,-125.1543,151,TRUE,2,,,X-2,F,02-45-61,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-084,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),D,1988-05-17T15:35-07:00,SATELLITE PASSAGE,2,3,48.8648,-125.1543,174,TRUE,2,,,X-3,F,02-44-60,COHO,COHO,86,0275-KEOGH RIVER,0275-KEOGH RIVER,BC,5/12/1988,5/13/1988,
88-084,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),E,1988-05-17T15:35-07:00,SATELLITE PASSAGE,2,3,48.8648,-125.1543,149,FALSE,2,,,X-4,F,,,,,,,,,,
88-084,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),F,1988-05-17T15:35-07:00,SATELLITE PASSAGE,2,3,48.8648,-125.1543,179,TRUE,2,,,X-5,F,02-45-61,COHO,COHO,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/12/1988,4/18/1988,
88-084,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),G,1988-05-17T15:35-07:00,SATELLITE PASSAGE,2,3,48.8648,-125.1543,161,FALSE,2,,,X-6,F,,,,,,,,,,
88-084,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),H,1988-05-17T15:35-07:00,SATELLITE PASSAGE,2,3,48.8648,-125.1543,145,FALSE,2,,,X-7,F,,,,,,,,,,
88-105,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),A,1988-05-25T05:55-07:00,POLLY POINT,1,3,49.2150,-124.8167,84,TRUE,2,,,XVIII-13,F,02-48-03,CHINOOK,CHIN,87,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/19/1988,5/31/1988,
88-105,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),B,1988-05-25T05:55-07:00,POLLY POINT,1,3,49.2150,-124.8167,79,TRUE,2,,,XV111-14,F,02-49-49,CHINOOK,CHIN,87,0104-ROBERTSON CREEK,2731-CHINA CREEK,BC,5/20/1988,5/22/1988,
88-105,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),C,1988-05-25T05:55-07:00,POLLY POINT,1,3,49.2150,-124.8167,73,TRUE,2,,,XVIII-15,F,02-49-58,CHINOOK,CHIN,87,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/24/1988,5/31/1988,
88-105,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),D,1988-05-25T05:55-07:00,POLLY POINT,1,3,49.2150,-124.8167,74,TRUE,2,,,XVIII-16,F,02-49-61,CHINOOK,CHIN,87,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/24/1988,5/31/1988,
88-105,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),E,1988-05-25T05:55-07:00,POLLY POINT,1,3,49.2150,-124.8167,84,TRUE,2,,,XVIII-17,F,02-43-11,CHINOOK,CHIN,87,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/19/1988,5/31/1988,
88-105,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),F,1988-05-25T05:55-07:00,POLLY POINT,1,3,49.2150,-124.8167,80,TRUE,2,,,XVIII-18,F,02-49-49,CHINOOK,CHIN,87,0104-ROBERTSON CREEK,2731-CHINA CREEK,BC,5/20/1988,5/22/1988,
88-105,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),G,1988-05-25T05:55-07:00,POLLY POINT,1,3,49.2150,-124.8167,78,TRUE,2,,,XVIII-19,F,02-49-50,CHINOOK,CHIN,87,0104-ROBERTSON CREEK,2731-CHINA CREEK,BC,5/20/1988,5/22/1988,
88-105,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),H,1988-05-25T05:55-07:00,POLLY POINT,1,3,49.2150,-124.8167,82,TRUE,2,,,XVIII-20,F,02-43-11,CHINOOK,CHIN,87,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/19/1988,5/31/1988,
88-105,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),I,1988-05-25T05:55-07:00,POLLY POINT,1,3,49.2150,-124.8167,85,TRUE,2,,,XVIII-21,F,02-49-48,CHINOOK,CHIN,87,0104-ROBERTSON CREEK,2731-CHINA CREEK,BC,5/12/1988,5/22/1988,
88-105,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),J,1988-05-25T05:55-07:00,POLLY POINT,1,3,49.2150,-124.8167,73,TRUE,2,,,XVIII-22,F,02-48-09,CHINOOK,CHIN,87,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/19/1988,5/31/1988,
88-106,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),A,1988-05-25T07:43-07:00,DUNSMUIR POINT,1,3,49.1533,-124.8067,75,TRUE,0,,,IV-23,F,02-49-48,CHINOOK,CHIN,87,0104-ROBERTSON CREEK,2731-CHINA CREEK,BC,5/12/1988,5/22/1988,
88-106,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),B,1988-05-25T07:43-07:00,DUNSMUIR POINT,1,3,49.1533,-124.8067,75,TRUE,2,,,IV-24,F,02-49-48,CHINOOK,CHIN,87,0104-ROBERTSON CREEK,2731-CHINA CREEK,BC,5/12/1988,5/22/1988,
88-106,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),C,1988-05-25T07:43-07:00,DUNSMUIR POINT,1,3,49.1533,-124.8067,84,TRUE,2,,,IV-25,F,02-49-37,CHINOOK,CHIN,87,0104-ROBERTSON CREEK,2731-CHINA CREEK,BC,5/12/1988,5/22/1988,
